Customer,Account.Length,International.Plan,Voice.Mail.Plan,Voice.Mail.Messages,Day.Minutes,Day.Calls,Day.Charge,Evening.Minutes,Evening.Calls,Evening.Charge,Night.Minutes,Night.Calls,Night.Charge,International.Minutes,International.Calls,International.Charge,Customer.Service.Calls,Churn
254,150,No,Yes,27,209.8,112,35.67,155,80,13.18,251.5,111,11.32,7.2,6,1.94,0,No
255,152,No,No,0,317.8,60,54.03,152.9,100,13,123.4,63,5.55,10.4,7,2.81,1,Yes
256,118,No,No,0,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7,6,1.89,0,No
257,177,No,No,0,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2,No
258,22,No,Yes,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,No
259,67,No,No,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10,2,2.7,6,No
260,12,Yes,No,0,216.7,117,36.84,116.5,126,9.9,220,110,9.9,9.8,4,2.65,2,No
261,82,No,Yes,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2,No
262,127,No,No,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10,1,2.7,2,No
263,66,Yes,No,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,No
264,77,No,No,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,No
265,118,No,No,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,Yes
266,101,No,No,0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,No
267,51,No,No,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,No
268,59,No,No,0,155.2,79,26.38,235.3,123,20,169.4,80,7.62,8.7,4,2.35,1,No
269,78,No,No,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,No
270,123,No,No,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,No
271,81,Yes,No,0,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3,Yes
272,115,No,No,0,200.2,92,34.03,244.9,107,20.82,190.9,96,8.59,8.8,3,2.38,1,No
273,139,No,No,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1,No
274,45,No,Yes,26,91.7,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,1,No
275,80,No,No,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,No
276,83,No,No,0,195,92,33.15,210.5,83,17.89,180.6,92,8.13,11,13,2.97,0,No
277,89,No,No,0,115.4,99,19.62,209.9,115,17.84,280.9,112,12.64,15.9,6,4.29,3,No
278,129,No,No,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,No
279,124,No,No,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12,2,3.24,0,No
280,91,No,No,0,149,115,25.33,245.3,105,20.85,260,94,11.7,8.3,3,2.24,0,No
281,123,No,No,0,194,118,32.98,242,114,20.57,146.3,108,6.58,12.1,4,3.27,1,No
282,179,No,No,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,No
283,121,No,No,0,255.1,93,43.37,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3,Yes
284,92,No,Yes,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,No
285,131,No,No,0,175.1,73,29.77,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97,1,No
286,143,No,Yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,No
287,71,No,No,0,104,92,17.68,197,125,16.75,110.1,123,4.95,14.6,8,3.94,0,No
288,124,No,No,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,No
289,80,No,No,0,322.3,113,54.79,222,95,18.87,162.8,123,7.33,6.7,8,1.81,0,Yes
290,100,No,No,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,No
291,111,No,No,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,Yes
292,132,No,No,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,No
293,142,No,No,0,187,133,31.79,134.6,74,11.44,242.2,127,10.9,7.4,5,2,2,No
294,70,No,No,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,No
295,115,No,No,0,226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3,Yes
296,85,No,No,0,225,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,No
297,65,No,No,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,No
298,195,No,Yes,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,No
299,98,No,No,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,No
300,75,No,Yes,37,121.5,97,20.66,271.4,110,23.07,248.7,97,11.19,11.3,5,3.05,2,No
301,116,No,Yes,23,253,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,No
302,57,No,No,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,No
303,98,No,No,0,169.9,77,28.88,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,No
304,162,No,No,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,Yes
305,163,No,No,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,Yes
306,151,No,No,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,No
307,37,No,No,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2,Yes
308,85,Yes,No,0,216,73,36.72,188.2,117,16,147.1,98,6.62,3.6,7,0.97,2,No
309,183,No,Yes,8,86.5,119,14.71,285.2,97,24.24,180.4,133,8.12,8.7,2,2.35,2,No
310,93,No,No,0,190.2,68,32.33,262.2,64,22.29,130,92,5.85,8.8,4,2.38,0,No
311,126,Yes,Yes,26,129.3,123,21.98,176.5,114,15,154.5,102,6.95,9.6,7,2.59,1,No
312,60,No,No,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3,No
313,63,No,No,0,185.3,87,31.5,225.3,87,19.15,194.3,93,8.74,11.7,3,3.16,0,No
314,27,No,No,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,No
315,123,No,No,0,236.2,135,40.15,273.9,88,23.28,227,77,10.22,10.1,6,2.73,2,Yes
316,125,No,No,0,140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8,2,2.16,1,No
317,86,No,Yes,38,123,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,No
318,56,No,Yes,30,127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,No
319,105,No,No,0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13,4,3.51,1,No
320,154,No,No,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,No
321,116,No,Yes,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6,3,1.62,2,No
322,103,No,No,0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,No
323,87,No,No,0,204.8,101,34.82,161,80,13.69,285.7,89,12.86,9.5,3,2.57,0,No
324,96,No,No,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2,No
325,94,No,No,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,No
326,71,No,No,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,No
327,98,No,No,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3,4,Yes
328,201,No,No,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7,6,1.89,1,No
329,101,No,No,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,No
330,96,No,No,0,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,No
331,97,No,No,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,No
332,99,No,No,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,No
333,72,No,No,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,No
334,78,No,No,0,193.4,99,32.88,116.9,88,9.94,243.3,109,10.95,9.3,4,2.51,2,No
335,21,No,No,0,92.6,95,15.74,161.9,70,13.76,285,78,12.83,11.3,3,3.05,5,Yes
336,104,No,No,0,182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,2,No
337,122,No,No,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,No
338,121,No,Yes,30,198.4,129,33.73,75.3,77,6.4,181.2,77,8.15,5.8,3,1.57,3,Yes
339,172,No,No,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,No
340,145,No,No,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,Yes
341,59,No,Yes,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,No
342,53,No,Yes,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,No
343,156,No,Yes,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4,1,No
344,117,No,Yes,23,198.1,86,33.68,177,86,15.05,180.5,92,8.12,6.8,6,1.84,1,No
345,15,Yes,No,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,No
346,73,No,No,0,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,14.8,8,4,3,No
347,146,No,Yes,32,154,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,No
348,133,Yes,Yes,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,Yes
349,142,No,No,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,No
350,95,No,No,0,203.4,96,34.58,168.6,61,14.33,173,105,7.79,13.7,3,3.7,2,No
351,112,No,Yes,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,No
352,74,No,Yes,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,No
353,107,Yes,No,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,No
354,215,No,No,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,No
355,132,No,No,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,No
356,89,No,No,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,No
357,57,No,No,0,161,113,27.37,208,134,17.68,208.1,81,9.36,8.4,4,2.27,3,No
358,94,No,No,0,252.6,104,42.94,169,125,14.37,170.9,106,7.69,11.1,7,3,2,No
359,77,No,No,0,239.2,114,40.66,150,115,12.75,160.8,81,7.24,10.3,2,2.78,5,No
360,110,No,No,0,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3,No
361,100,No,No,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,No
362,74,No,No,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,No
363,141,No,No,0,185.1,126,31.47,233,98,19.81,152.2,106,6.85,9.1,7,2.46,0,No
364,88,No,No,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,No
365,110,No,No,0,208,69,35.36,95.1,94,8.08,178.5,129,8.03,8,11,2.16,1,No
366,21,No,No,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13,7,3.51,2,No
367,88,No,No,0,181.5,116,30.86,187,119,15.9,220.3,96,9.91,10.5,7,2.84,1,No
368,1,No,No,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,No
369,131,No,No,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,No
370,42,No,Yes,32,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0,No
371,121,No,No,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,No
372,84,No,No,0,191,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0,No
373,129,No,No,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,No
374,101,No,No,0,239,156,40.63,273,106,23.21,278.2,93,12.52,13.5,8,3.65,1,Yes
375,111,No,No,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,No
376,134,No,No,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5,9,1.35,1,No
377,158,No,No,0,209.9,112,35.68,221.3,82,18.81,210,93,9.45,8.2,3,2.21,1,No
378,161,No,No,0,332.9,67,56.59,317.8,97,27.01,160.6,128,7.23,5.4,9,1.46,4,Yes
379,117,No,No,0,97.1,98,16.51,228,131,19.38,240,111,10.8,10.6,3,2.86,1,No
380,86,No,No,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0,No
381,155,Yes,Yes,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3,1,No
382,144,No,Yes,37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10,4,2.7,1,No
383,58,No,Yes,20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1,No
384,81,No,No,0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,No
385,100,Yes,No,0,159.9,94,27.18,179.9,95,15.29,154.4,102,6.95,11.6,2,3.13,2,Yes
386,16,No,No,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,Yes
387,106,No,Yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,No
388,94,No,No,0,194.1,62,33,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,No
389,93,No,Yes,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,No
390,131,No,No,0,131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,1,Yes
391,121,No,Yes,44,116,85,19.72,150.1,120,12.76,246.8,98,11.11,12,2,3.24,1,No
392,86,No,No,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,No
393,100,No,Yes,30,58.8,104,10,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,No
394,35,No,No,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,No
395,109,No,No,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9,3,2.43,2,No
396,130,No,No,0,212.8,102,36.18,189.8,137,16.13,170.1,105,7.65,10.6,4,2.86,0,Yes
397,94,No,No,0,174,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,No
398,93,No,Yes,32,116.9,120,19.87,232.4,97,19.75,127.7,112,5.75,11,9,2.97,0,No
399,140,No,Yes,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3,1,No
400,151,Yes,No,0,218,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0,Yes
401,70,No,No,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,No
402,56,No,No,0,164.3,92,27.93,233.7,107,19.86,187.3,104,8.43,11.8,1,3.19,2,No
403,149,No,No,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10,3,2.7,3,Yes
404,37,Yes,No,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,No
405,98,No,No,0,162.8,65,27.68,185,109,15.73,219.5,104,9.88,6,3,1.62,2,No
406,105,No,No,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,No
407,131,No,Yes,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,No
408,106,No,No,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11,3,2.97,1,No
409,77,No,No,0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,Yes
410,99,No,No,0,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2,No
411,180,No,Yes,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,No
412,64,No,No,0,97.2,80,16.52,186.2,90,15.83,189,92,8.5,10.4,6,2.81,2,No
413,92,No,Yes,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10,3,2.7,1,No
414,143,No,No,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,No
415,100,No,Yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13,5,3.51,1,No
416,101,No,Yes,17,193.9,71,32.96,189.8,81,16.13,196.3,97,8.83,12.6,7,3.4,0,No
417,75,Yes,No,0,153.2,78,26.04,210.8,99,17.92,153.5,100,6.91,7.8,3,2.11,1,No
418,127,No,Yes,24,154.8,69,26.32,177.2,105,15.06,207.6,102,9.34,9,4,2.43,1,No
419,153,No,No,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8,3,2.16,2,No
420,225,No,No,0,165.4,106,28.12,273.7,109,23.26,210,93,9.45,8.7,3,2.35,0,Yes
421,82,No,Yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,No
422,72,No,No,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,No
423,74,No,No,0,102.7,89,17.46,149.3,100,12.69,188.1,114,8.46,11,5,2.97,0,No
424,70,No,No,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,No
425,129,No,No,0,157,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,No
426,119,No,No,0,294.2,100,50.01,232.5,53,19.76,195,64,8.78,9,1,2.43,0,Yes
427,124,No,Yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12,7,3.24,2,No
428,94,No,No,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3,No
429,74,No,No,0,162.7,102,27.66,292,105,24.82,183.3,80,8.25,8.7,6,2.35,0,No
430,134,No,Yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,Yes
431,124,No,No,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,No
432,77,No,Yes,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,Yes
433,145,No,No,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,No
434,73,No,No,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,No
435,56,No,No,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,No
436,117,No,No,0,134.7,121,22.9,180,83,15.3,200.9,104,9.04,7.7,3,2.08,1,No
437,87,No,No,0,186.9,79,31.77,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,No
438,117,No,No,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,No
439,85,Yes,No,0,165.4,107,28.12,196,126,16.66,349.2,110,15.71,9.6,7,2.59,2,No
440,224,No,No,0,111.4,133,18.94,175,66,14.88,217.2,106,9.77,5.5,6,1.49,3,No
441,78,No,No,0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3,No
442,152,No,No,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2,3,No
443,124,No,No,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,No
444,130,No,No,0,139.1,72,23.65,246,112,20.91,207.2,121,9.32,11.4,9,3.08,5,No
445,168,No,Yes,42,97.4,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2,No
446,72,No,No,0,253,73,43.01,219.3,78,18.64,210.8,89,9.49,9.8,4,2.65,0,No
447,110,No,No,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,No
448,88,No,No,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,Yes
449,80,Yes,No,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1,Yes
450,114,No,Yes,28,225.8,94,38.39,193,117,16.41,232.4,100,10.46,8.4,9,2.27,4,No
451,57,No,Yes,39,213,115,36.21,191.1,112,16.24,182.7,115,8.22,9.5,3,2.57,0,No
452,124,No,No,0,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59,3,No
453,104,No,No,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,No
454,86,No,Yes,16,145.7,88,24.77,191,129,16.24,215.5,82,9.7,11.3,7,3.05,0,No
455,108,No,No,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,No
456,53,No,Yes,18,146.8,107,24.96,310,84,26.35,178.7,130,8.04,7.2,7,1.94,0,No
457,131,Yes,Yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,Yes
458,98,No,No,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,No
459,59,Yes,Yes,31,225,78,38.25,191.3,79,16.26,226.7,79,10.2,9.1,3,2.46,1,No
460,132,Yes,Yes,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,No
461,201,No,No,0,225.9,110,38.4,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,1,Yes
462,65,No,No,0,195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,4,2.4,0,No
463,148,No,No,0,178.3,98,30.31,282.6,110,24.02,181,98,8.15,11.4,4,3.08,1,No
464,161,No,No,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,No
465,130,No,No,0,127,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0,No
466,132,No,No,0,81.1,86,13.79,245.2,72,20.84,237,115,10.67,10.3,2,2.78,0,No
467,37,No,No,0,221,126,37.57,204.5,110,17.38,118,98,5.31,6.8,3,1.84,4,No
468,113,No,No,0,207.2,113,35.22,256,80,21.76,211,87,9.49,9.9,1,2.67,1,No
469,107,No,No,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,No
470,97,No,Yes,32,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,No
471,65,No,No,0,192,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,No
472,106,No,No,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,No
473,136,No,Yes,31,143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,2,No
474,140,No,No,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1,No
475,125,Yes,Yes,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17,6,4.59,1,Yes
476,23,No,No,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15,4,4.05,6,No
477,107,No,Yes,31,160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,1,1.51,1,No
478,113,No,No,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,Yes
479,112,No,Yes,23,286.6,79,48.72,315.3,102,26.8,193.9,101,8.73,10.3,6,2.78,1,No
480,165,No,No,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6,No
481,119,No,Yes,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3,0,No
482,113,No,No,0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,No
483,73,No,No,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,No
484,126,No,No,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,No
485,57,No,No,0,189.3,157,32.18,174.9,70,14.87,221.9,117,9.99,11.2,5,3.02,3,No
486,100,No,Yes,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,No
487,144,No,No,0,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,No
488,127,No,Yes,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,No
489,114,No,No,0,155.3,75,26.4,169.9,87,14.44,207,133,9.32,12.6,5,3.4,2,No
490,135,Yes,No,0,186,107,31.62,66,94,5.61,213.1,105,9.59,12.9,4,3.48,1,No
491,109,No,Yes,35,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,10.6,6,2.86,5,No
492,68,No,No,0,162.1,86,27.56,155,86,13.18,189.7,87,8.54,11,9,2.97,5,Yes
493,9,No,Yes,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1,No
494,58,No,No,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,No
495,71,No,Yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,No
496,101,No,No,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,No
497,89,No,Yes,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,No
498,20,No,No,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,No
499,101,No,Yes,9,160.1,116,27.22,210,121,17.85,139.1,65,6.26,10.8,9,2.92,0,No
500,157,No,No,0,196,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,No
501,210,No,Yes,31,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,No
502,86,No,No,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,No
503,168,No,No,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,No
504,60,No,No,0,193.9,118,32.96,85,110,7.23,210.1,134,9.45,13.2,8,3.56,3,No
505,103,Yes,No,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,No
506,75,No,Yes,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,No
507,204,No,No,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,No
508,54,No,Yes,33,112,90,19.04,208,112,17.68,150.3,83,6.76,11.3,4,3.05,2,No
509,166,Yes,Yes,35,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,2,No
