,Unnamed: 0,trd_date,fund_id,investor_id,gender,education,intermediaryid,riskscore,opened,SCRate,TrailerRate,FundRiskScore,FundName,Price,Vol,return-N6M,return-HYG,return-IVV,AUM,Open,Gender,age,income,counts,sub
2715,2715,2020/7/2,HYG,52388,F,Sec. or below,9,5,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.129997,30623300,0.004575,0.007359,0.00526,1471.2749547806002,1,0,41,59942.698713919,30.08979721234618,1
2716,2716,2020/7/15,HYG,52388,F,Sec. or below,9,5,0,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.209999,21291300,-0.007253,0.005679999999999999,0.009339,4996.98122482334,1,1,45,107320.16238077801,72.07043981364956,1
2717,2717,2019/9/20,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.480003,23298400,0.0,0.001259,-0.005514,1847.43740982701,0,0,58,55335.8810682857,32.549580614749296,0
2718,2718,2019/9/25,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.230003,15142100,0.0,-0.001031,0.005647,2205.73410919303,1,1,33,92371.61703755552,36.75036110216608,1
2719,2719,2019/12/11,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.32,14127500,0.005455,0.002066,0.002537,1869.03971730886,1,1,30,81438.9396780656,32.85661609377989,1
2720,2720,2019/12/16,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.779999,17517400,-0.000905,0.00194,0.000752,1521.3633818284302,0,1,45,69983.5623809119,28.72366610335038,0
2721,2721,2020/1/24,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.690002,40838300,0.0,-0.004202,-0.009092,1355.16679092913,0,0,40,110638.759660356,26.857871333257922,1
2722,2722,2020/1/31,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.529999,35659700,0.001786,-0.004096,-0.017776,-573.214101499493,0,0,47,55684.9063268155,4.875881450661355,1
2723,2723,2020/3/9,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.389999,73609600,-0.007909000000000001,-0.043034,-0.080013,3364.31750342955,0,1,49,102559.919747347,53.622282308045605,1
2724,2724,2020/3/10,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.639999,57598000,0.005314,0.015358000000000004,0.053675,-989.2882118794305,0,1,41,67014.1775785836,0.12961989654149805,1
2725,2725,2020/3/17,N6M,63704,M,Deg or abv,1,4,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.28,10200,-0.041938,0.009385,0.063593,821.2514851723299,1,1,45,56685.44033431781,177.1645413591761,1
2726,2726,2020/3/20,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,973.247718476,1,0,38,56591.178298593,28.290289870623656,1
2727,2727,2020/4/1,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,74.58000200000002,36859100,0.015952,-0.032308,-0.044892,3657.64781518394,1,1,50,90606.73583867688,62.45169871655326,1
2728,2728,2020/4/24,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.32,37945000,0.0,-0.00936,0.014001,1970.1993959179604,0,0,37,104977.77477740301,37.923894227757415,0
2729,2729,2020/6/10,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.779999,36663100,0.0,-0.00143,-0.005901,2900.45433403217,1,1,33,95630.95376258028,46.555912874052076,1
2730,2730,2020/6/15,N6M,63704,M,Deg or abv,1,4,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.89,77900,0.002762,0.009704,0.005011,2834.5882351857204,0,1,49,71075.08646265691,352.12013178932233,0
2731,2731,2020/6/16,HYG,63704,M,Deg or abv,1,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.58000200000002,40976300,0.001837,0.004085,0.019225,3789.74200301729,1,1,34,111898.260236124,57.30727313236113,1
2732,2732,2019/12/9,N6M,22326,F,H.Sch/Dip.,6,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.01,23400,0.0,0.0,-0.0029690000000000003,3748.44361181523,1,1,31,87479.2323159611,431.28461506042055,1
2733,2733,2020/3/23,N6M,22326,F,H.Sch/Dip.,6,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.9,5100,0.0,-0.016057,-0.028162,3032.2307024728398,0,0,44,92354.9858098694,407.29603055281206,0
2734,2734,2020/4/9,N6M,22326,F,H.Sch/Dip.,6,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.23,2300,0.0,0.065459,0.014982,917.64761281814,0,1,43,84609.9232729497,187.45333458632842,1
2735,2735,2020/4/23,N6M,22326,F,H.Sch/Dip.,6,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.4,3800,-0.012346,-0.0005059999999999999,-0.000286,935.5196726280899,0,0,49,49173.463488105306,186.107660829624,0
2736,2736,2020/4/29,N6M,22326,F,H.Sch/Dip.,6,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.53,92700,0.0125,0.017622,0.02613,3501.3878082690208,0,0,59,87831.7985203229,427.48222300750433,0
2737,2737,2020/6/25,N6M,22326,F,H.Sch/Dip.,6,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.98,700,-0.00091,0.000366,0.010482,-96.67084610437496,0,1,45,80828.7409354086,82.27041474459244,0
2738,2738,2020/7/3,N6M,22326,F,H.Sch/Dip.,6,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.98,5300,0.0,0.003592,0.007673,2000.12198328237,1,1,49,56618.28572068219,273.23515330440534,1
2739,2739,2020/8/20,N6M,22326,F,H.Sch/Dip.,6,1,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.33,36010,0.003543,0.003315,0.003071,1982.8660723360804,1,1,40,52562.375004383095,263.27149799965406,1
2740,2740,2019/8/26,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.980003,14187800,0.0,0.0,0.0,1494.04425322288,0,0,45,69425.9697008877,28.67376600599657,1
2741,2741,2019/9/26,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.16999799999998,13873100,0.0,-0.000688,-0.0020050000000000003,3382.29146624247,1,0,41,107564.70825761401,50.27293296763033,1
2742,2742,2019/10/16,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.949997,11813000,-0.00271,-0.0008039999999999999,-0.00183,-684.114620406086,1,0,45,20313.9753009663,3.632954462251609,1
2743,2743,2019/11/15,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.940002,12996200,0.004529,0.003,0.00742,602.46688898305,0,1,43,74749.8762128325,18.43187085483446,0
2744,2744,2019/12/6,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.93,16094700,0.0,0.001382,0.008922,3940.7627918670005,1,1,43,108247.47671221901,56.83610711914184,1
2745,2745,2019/12/18,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.209999,31575700,0.006375,0.0018170000000000005,6.3e-05,-1404.58448992824,0,0,42,64236.4851703912,-4.586605764820834,1
2746,2746,2019/12/20,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.720001,31918800,0.000908,-0.00148,0.005113,1722.4506643352802,1,1,27,78152.9215016829,31.03568893410387,1
2747,2747,2020/1/17,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.360001,29626700,0.0008960000000000002,-0.000792,0.0033090000000000003,841.9173350004605,1,0,48,65570.78059626,20.845601110851735,1
2748,2748,2020/1/24,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.690002,40838300,0.0,-0.004202,-0.009092,1279.8263553162801,1,0,38,54898.3115092507,25.99870342477903,1
2749,2749,2020/3/3,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.940002,58721000,0.0008900000000000002,-0.004287,-0.028673,5855.46193592428,1,1,55,123647.149449615,79.77032553390305,1
2750,2750,2020/3/11,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.839996,60006600,-0.027313,-0.021781,-0.048627,3309.8750439512614,1,0,31,95114.0691271024,53.31364741719261,1
2751,2751,2020/4/30,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.43,33630600,-0.002849,0.001993,-0.010098,1826.93334280711,0,0,61,65376.2957145204,35.147747641515714,1
2752,2752,2020/5/26,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.839996,27673800,0.00093,0.007509,0.012685,2553.47371525247,1,1,49,74868.7727794712,43.41976892633853,1
2753,2753,2020/6/5,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.459999,35306500,0.001852,0.009442,0.026061,180.90361372734992,1,0,33,57031.644530967314,13.98180946849585,1
2754,2754,2020/8/18,HYG,37590,F,Deg or abv,6,5,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.709999,24900300,-0.002646,0.001537,0.002122,3660.3400822820804,0,0,45,90686.6101249275,55.01523004718817,0
2755,2755,2019/10/31,HYG,99422,M,H.Sch/Dip.,6,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.809998,24576400,0.001805,-0.003444,-0.002942,-368.535881519335,1,1,38,57090.4636890167,7.274094378860197,1
2756,2756,2020/2/25,HYG,99422,M,H.Sch/Dip.,6,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.769997,68415100,0.000883,-0.006981,-0.029985,-807.698891107638,0,1,20,85379.2685968235,2.216216613357288,1
2757,2757,2020/3/10,HYG,99422,M,H.Sch/Dip.,6,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.639999,57598000,0.005314,0.015358000000000004,0.053675,235.75876214329992,0,0,40,63006.14327514231,14.9535185999131,1
2758,2758,2020/3/11,N6M,99422,M,H.Sch/Dip.,6,4,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.04,39800,-0.027313,-0.021781,-0.048627,2590.6919280092297,0,0,51,80807.7266189595,325.24383405880707,0
2759,2759,2020/3/17,HYG,99422,M,H.Sch/Dip.,6,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041938,0.009385,0.063593,4874.61275901893,1,0,58,90863.80812716279,76.93311527089857,1
2760,2760,2020/3/18,HYG,99422,M,H.Sch/Dip.,6,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,54289800,0.0,-0.044133,-0.055679999999999986,1098.6330781401998,1,1,29,68086.2720089616,28.752337794833203,1
2761,2761,2020/4/14,HYG,99422,M,H.Sch/Dip.,6,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.519997,37632800,-0.011385,0.004188,0.03035,3176.46315451435,0,1,49,100218.61275883901,51.23237620475317,0
2762,2762,2020/6/11,HYG,99422,M,H.Sch/Dip.,6,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.629997,48794500,0.0,-0.025662,-0.057855,112.78035735515004,1,1,36,54703.402650562304,13.632002918671553,1
2763,2763,2020/7/10,N6M,99422,M,H.Sch/Dip.,6,4,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.985,5300,-0.000455,0.003406,0.010072,-581.574213909664,1,1,21,67966.7458300165,38.09064962133236,1
2764,2764,2020/7/17,HYG,99422,M,H.Sch/Dip.,6,4,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.519997,22863700,0.007306,0.002761,0.00295,-136.24597453871309,1,1,28,59826.678208747595,10.341882860236296,1
2765,2765,2019/10/2,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.110001,33789500,0.003636,-0.005888,-0.017904,1936.15688049456,1,0,49,49085.3504191245,34.09774528390216,1
2766,2766,2019/12/6,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.93,16094700,0.0,0.001382,0.008922,-1037.6206194633405,0,0,27,78759.9997332614,-0.43276911840953053,1
2767,2767,2019/12/20,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.720001,31918800,0.000908,-0.00148,0.005113,3095.351744415461,0,0,46,76812.99300308799,46.686635861021706,0
2768,2768,2020/2/24,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.379997,57828300,0.000884,-0.010755,-0.033372000000000006,6071.257791303051,1,1,52,105196.643190709,80.92536088440298,1
2769,2769,2020/3/3,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.940002,58721000,0.0008900000000000002,-0.004287,-0.028673,1290.73075625496,1,0,39,54586.0925174536,26.655000034267626,1
2770,2770,2020/3/13,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,4368.24731331204,1,1,56,75232.6756815362,67.06117566681465,1
2771,2771,2020/3/16,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,75.650002,43080100,0.002804,-0.054966,-0.115743,1646.2354663227802,1,0,32,70973.9246620135,34.97997880188794,1
2772,2772,2020/4/14,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.519997,37632800,-0.011385,0.004188,0.03035,1930.1604455413103,0,0,38,97407.67770627381,35.944069594866534,1
2773,2773,2020/5/1,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.68,31859400,0.0,-0.021758,-0.026206,563.8370805846896,1,0,28,60166.2192578059,19.875916123343792,1
2774,2774,2020/5/12,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,79.290001,25332700,0.00572,-0.00126,-0.020378,1295.79635441048,1,0,23,89908.7484558781,28.95442458640504,1
2775,2775,2020/5/14,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.599998,30429100,-0.007582999999999999,-0.003423,0.011963,675.3230027107902,0,0,32,69980.4766362893,21.314542561576022,0
2776,2776,2020/5/18,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.099998,31902000,0.000946,0.01766,0.030924,1369.53708992882,0,0,39,87808.8102568517,29.58223656795622,1
2777,2777,2020/6/11,HYG,17308,M,Sec. or below,2,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.629997,48794500,0.0,-0.025662,-0.057855,416.9790307310998,0,1,43,89505.9483336721,17.358557917515295,0
2778,2778,2019/12/19,HYG,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.849998,29429300,-0.00362,-0.004081,0.00429,3575.97975718646,1,1,51,71777.0823997964,52.08855846742832,1
2779,2779,2019/12/20,HYG,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.720001,31918800,0.000908,-0.00148,0.005113,2640.8067654482397,1,0,42,77586.3528001766,41.50486461403757,1
2780,2780,2020/1/15,N6M,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,2600,0.0,0.000226,0.00225,167.55216803353005,1,0,35,59311.567993672696,104.8071964123456,1
2781,2781,2020/3/23,N6M,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.9,5100,0.0,-0.016057,-0.028162,3219.49442219903,1,0,44,75804.1882360936,426.21155779788177,1
2782,2782,2020/4/14,N6M,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.42,57000,-0.011385,0.004188,0.03035,2318.22398784078,1,0,30,107860.25690225599,318.44759960084264,1
2783,2783,2020/4/28,N6M,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.4,25900,0.0,0.003052,-0.005378,224.4421314936801,0,1,35,73221.44118596,117.73482033593079,0
2784,2784,2020/6/1,N6M,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.77,14400,0.000929,0.00364,0.004915,-482.042155559378,1,1,32,49736.0260373674,48.09265036588878,1
2785,2785,2020/6/2,N6M,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.69,48800,-0.007428,0.009913,0.008315000000000001,1585.9537917776001,0,0,58,58081.3122964367,241.90400297264736,1
2786,2786,2020/6/4,HYG,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.66999799999998,36405800,0.007462999999999998,-0.003098,-0.003351,5073.38565684068,1,0,42,119966.48573280801,72.58737662262979,1
2787,2787,2020/6/11,HYG,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.629997,48794500,0.0,-0.025662,-0.057855,331.4872575780198,0,0,49,84699.4742646755,16.31124962038183,1
2788,2788,2020/6/12,N6M,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.86,17500,-0.002755,0.009923,0.0125,-240.50302989479997,0,1,37,55020.007792885895,69.93526428224678,0
2789,2789,2020/7/13,N6M,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.98,14600,-0.000455,-0.005455,-0.008874,1722.9816833641007,1,0,33,71776.59315341139,247.99468883097447,1
2790,2790,2020/7/23,HYG,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.519997,28434900,0.006318,-0.000709,-0.012097,-232.26654582466506,0,0,45,74040.9653096164,9.083453400682618,1
2791,2791,2020/8/4,N6M,85241,M,H.Sch/Dip.,5,3,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.23,0,0.0,-0.000353,0.003605,4521.7570312569,1,0,44,104982.62991467801,491.6969751787088,1
2792,2792,2019/9/24,HYG,59776,F,Sec. or below,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.32,21934200,0.002725,-0.001372,-0.012841,2018.2006454694106,0,0,40,105641.84621297,34.56482644834414,1
2793,2793,2019/11/7,N6M,59776,F,Sec. or below,2,4,0,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.09,7700,0.0,-0.000461,0.003561,1514.93803585345,1,0,40,71125.3824574464,226.77529628976106,1
2794,2794,2020/1/28,HYG,59776,F,Sec. or below,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.849998,32628300,0.001786,0.008611,0.01065,-1698.3116990101898,0,0,24,59224.19899818111,-7.948909674536247,1
2795,2795,2020/2/14,HYG,59776,F,Sec. or below,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.400002,11398800,-0.00177,-0.000113,0.0014470000000000002,1922.49807458244,0,1,46,64647.236075062596,33.05993222242732,1
2796,2796,2020/3/9,HYG,59776,F,Sec. or below,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.389999,73609600,-0.007909000000000001,-0.043034,-0.080013,1075.3572222039602,1,1,43,68443.7291785468,25.498921829498485,1
2797,2797,2020/3/10,HYG,59776,F,Sec. or below,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.639999,57598000,0.005314,0.015358000000000004,0.053675,1690.19303026414,0,1,49,73180.87198614,32.55315903699539,1
2798,2798,2020/3/18,HYG,59776,F,Sec. or below,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,54289800,0.0,-0.044133,-0.055679999999999986,746.0093501736701,0,0,41,82636.6499153193,23.921213837732534,1
2799,2799,2020/4/7,HYG,59776,F,Sec. or below,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,75.339996,35120800,0.011976,0.0,0.000414,1922.9044871636602,0,0,29,95055.2280718808,38.79618585543408,0
2800,2800,2020/4/9,HYG,59776,F,Sec. or below,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.360001,88846900,0.0,0.065459,0.014982,4724.90199528793,1,0,57,74759.3626577684,69.51070818087932,1
2801,2801,2020/5/19,HYG,59776,F,Sec. or below,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.199997,18536500,0.0,0.001248,-0.010303,4338.64046076549,0,0,54,85524.26037881481,66.56659177637489,1
2802,2802,2020/7/15,HYG,59776,F,Sec. or below,2,4,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.209999,21291300,-0.007253,0.005679999999999999,0.009339,-1139.222027940176,0,0,27,79473.3145234075,-1.6731406034529095,0
2803,2803,2019/10/15,HYG,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.019997,26321500,-0.001803,0.002188,0.009842,3271.4286749962803,1,0,41,79148.0273642721,49.085598968663255,1
2804,2804,2019/12/4,N6M,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.01,49600,-0.00362,0.003009,0.006201,61.98267819756984,0,0,49,42087.6925634756,96.45619238851678,0
2805,2805,2019/12/11,HYG,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.32,14127500,0.005455,0.002066,0.002537,1679.6274179295,1,1,38,70652.05727209151,30.687441799467482,1
2806,2806,2019/12/31,HYG,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.940002,8310800,-0.00362,0.000911,0.002263,-1374.740505842809,0,0,34,92923.0427335499,-4.261320187857273,1
2807,2807,2020/1/9,N6M,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.12,4900,0.0,0.0026100000000000003,0.006751999999999999,3002.77251417519,0,0,42,92951.4287877528,359.96155703014296,1
2808,2808,2020/1/20,N6M,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.17,0,0.0,-0.001075,-0.001079,884.8012359154504,0,1,33,84210.4839653144,168.73780088768578,0
2809,2809,2020/2/14,N6M,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.28,7600,-0.00177,-0.000113,0.0014470000000000002,1233.8273705862807,1,0,36,65638.9823050814,198.03434136403197,1
2810,2810,2020/3/12,HYG,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955,-0.096236,77.02882230082992,0,0,55,67928.082908202,13.877448890908148,0
2811,2811,2020/3/17,HYG,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041938,0.009385,0.063593,3366.5290107770397,1,1,33,97110.6135340286,57.18345931893112,1
2812,2812,2020/3/27,HYG,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.029999,66536800,0.001002,0.0026030000000000003,-0.030987,3582.17544987535,1,1,43,95309.964989541,59.485596642359425,1
2813,2813,2020/4/14,HYG,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.519997,37632800,-0.011385,0.004188,0.03035,-1167.0410556572501,1,0,43,29019.879117715496,-2.0490807385241934,1
2814,2814,2020/5/6,HYG,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.800003,18823300,0.0,-0.005678,-0.006581999999999999,4377.49289811057,1,0,35,102816.67425445099,68.24229306324482,1
2815,2815,2020/5/12,N6M,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.55,31100,0.00572,-0.00126,-0.020378,3774.6866788070292,0,0,65,72225.6945054447,452.57693637981316,0
2816,2816,2020/6/2,N6M,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.69,48800,-0.007428,0.009913,0.008315000000000001,1776.62396559343,0,0,27,96971.69313482259,259.74031483568103,1
2817,2817,2020/6/15,HYG,74602,M,H.Sch/Dip.,3,3,1,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.239998,39432300,0.002762,0.009704,0.005011,499.42869224520996,0,1,35,94846.6137615628,18.013319657278345,1
2818,2818,2019/10/3,HYG,85389,M,Deg or abv,7,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.160004,30387800,0.003623,0.0005809999999999999,0.008320999999999999,-177.61931596317402,0,0,38,56264.1401325494,9.544807867427975,1
2819,2819,2019/10/23,HYG,85389,M,Deg or abv,7,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.220001,9097500,0.000904,0.000918,0.002893,4.114837205710046,0,0,37,66209.38992458691,11.512437808911631,0
2820,2820,2019/12/3,HYG,85389,M,Deg or abv,7,5,0,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.41999799999998,29757200,-0.005401,-0.001387,-0.0068920000000000006,-417.721269749929,1,1,25,62162.8419662605,6.7377776408889885,1
