Date,AverageTransaction,Date,Units,income,riskscore,subscribed,opened,Price,return-N6M,return-HYG,return-IVV,HYG_txn_cnt,IVV_txn_cnt,N6M_txn_cnt,DATE,rtn-N6M,rtn-HYG,rtn-IVV,vol_N6M,vol_HYG,vol_IVV,TRate_y,FRSC_y,SCRate_y,gen_F,gen_M,ed_Deg or abv,ed_H.Sch/Dip.,ed_Sec. or below
2019-12-11,282.15841523944255,2019/12/11,0.0,347069.7801,4,0,0,316.170013,0.005455,0.002066,0.002537,0,1,0,2019-12-11,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.0,0.03461538461538461,1,0,1,0,0
2020-02-11,282.15841523944255,2020/2/11,0.0,347069.7801,4,0,0,11.28,0.0,0.000681,0.0018440000000000002,0,0,1,2020-02-11,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.0,0.03461538461538461,1,0,1,0,0
2020-03-12,282.15841523944255,2020/3/12,0.0,347069.7801,4,0,0,248.960007,-0.014493,-0.039955000000000004,-0.096236,0,1,0,2020-03-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.0,0.03461538461538461,1,0,1,0,0
2019-11-01,423.7117616535821,2019/11/1,7.768516481,70782.31066,3,0,0,86.82,0.001802,0.00011499999999999999,0.009771,1,0,0,2019-11-01,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.75,0.031666666666666676,0,1,1,0,0
2019-11-28,423.7117616535821,2019/11/28,11.78497684,70782.31066,3,0,0,87.0349995,-0.000898,-0.00109,-0.001875,1,0,0,2019-11-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.75,0.031666666666666676,0,1,1,0,0
2019-12-19,423.7117616535821,2019/12/19,-0.733687062,70782.31066,3,0,0,87.849998,-0.0036200000000000004,-0.004081,0.0042899999999999995,1,0,0,2019-12-19,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.75,0.031666666666666676,0,1,1,0,0
2020-02-26,423.7117616535821,2020/2/26,-0.733687062,70782.31066,3,0,0,86.860001,0.000883,0.001037,-0.0038520000000000004,1,0,0,2020-02-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.75,0.031666666666666676,0,1,1,0,0
2019-11-01,423.7117616535821,2019/11/1,60.65311159,70782.31066,3,0,0,11.12,0.001802,0.00011499999999999999,0.009771,0,0,1,2019-11-01,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.75,0.031666666666666676,0,1,1,0,0
2019-11-28,423.7117616535821,2019/11/28,92.15682422,70782.31066,3,0,0,11.13,-0.000898,-0.00109,-0.001875,0,0,1,2019-11-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.75,0.031666666666666676,0,1,1,0,0
2019-12-27,607.8666243253977,2019/12/27,3.065518615,39527.035469999995,5,0,0,324.26001,0.0,-0.000455,-0.000185,0,1,0,2019-12-27,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.042,1,0,0,1,0
2020-01-02,607.8666243253977,2020/1/2,-0.938153437,39527.035469999995,5,0,0,326.320007,0.003633,0.004207,0.009529000000000001,0,1,0,2020-01-02,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.042,1,0,0,1,0
2019-12-27,607.8666243253977,2019/12/27,11.30601819,39527.035469999995,5,0,0,87.91999799999999,0.0,-0.000455,-0.000185,1,0,0,2019-12-27,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.042,1,0,0,1,0
2020-01-02,607.8666243253977,2020/1/2,3.4666316719999997,39527.035469999995,5,0,0,88.309998,0.003633,0.004207,0.009529000000000001,1,0,0,2020-01-02,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.042,1,0,0,1,0
2019-12-17,5956.618410164948,2019/12/17,6.403656822,161196.88199999998,5,0,0,319.350006,-0.005435,0.003076,9.4e-05,0,1,0,2019-12-17,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,0,1,0
2020-03-10,5956.618410164948,2020/3/10,10.678489599999999,161196.88199999998,5,0,0,289.549988,0.005314,0.015358000000000002,0.053675,0,1,0,2020-03-10,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,0,1,0
2020-03-13,5956.618410164948,2020/3/13,-35.49370294,161196.88199999998,5,0,0,271.549988,-0.016544,0.031439,0.090737,0,1,0,2020-03-13,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,0,1,0
2020-03-13,5956.618410164948,2020/3/13,120.40367579999999,161196.88199999998,5,0,0,80.050003,-0.016544,0.031439,0.090737,1,0,0,2020-03-13,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,0,1,0
2019-10-17,4658.096691728116,2019/10/17,124.5291828,342849.3938,4,0,0,87.07,0.0027170000000000002,0.0013800000000000002,0.002799,1,0,0,2019-10-17,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003285714285714285,1.8571428571428572,0.0,1,0,1,0,0
2019-12-05,4658.096691728116,2019/12/5,-44.32480154,342849.3938,4,0,0,86.809998,0.0,0.0015,0.002107,1,0,0,2019-12-05,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003285714285714285,1.8571428571428572,0.0,1,0,1,0,0
2020-03-09,4658.096691728116,2020/3/9,-44.32480154,342849.3938,4,0,0,81.389999,-0.007909000000000001,-0.043033999999999996,-0.080013,1,0,0,2020-03-09,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003285714285714285,1.8571428571428572,0.0,1,0,1,0,0
2020-03-09,4658.096691728116,2020/3/9,319.5390215,342849.3938,4,0,0,11.29,-0.007909000000000001,-0.043033999999999996,-0.080013,0,0,1,2020-03-09,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003285714285714285,1.8571428571428572,0.0,1,0,1,0,0
2020-02-05,2070.5729257665853,2020/2/5,0.0,330898.6344,5,1,1,334.290009,0.004468,0.004106,0.011131,0,1,0,2020-02-05,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.005,3.0,0.0,1,0,1,0,0
2020-02-06,2070.5729257665853,2020/2/6,0.0,330898.6344,5,1,1,335.570007,0.0,0.000795,0.003829,0,1,0,2020-02-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.005,3.0,0.0,1,0,1,0,0
2019-08-30,1577.9552776621201,2019/8/30,-4.488115877,68421.11553,5,1,1,294.269989,0.006306,-0.000917,-3.4e-05,0,1,0,2019-08-30,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.042,1,0,1,0,0
2019-12-18,1577.9552776621201,2019/12/18,3.1291804880000003,68421.11553,5,1,1,319.369995,0.006375,0.0018170000000000003,6.3e-05,0,1,0,2019-12-18,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.042,1,0,1,0,0
2020-03-30,1577.9552776621201,2020/3/30,-1.5427765530000002,68421.11553,5,1,1,262.359985,0.01001,0.008568000000000001,0.031938,0,1,0,2020-03-30,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.042,1,0,1,0,0
2019-08-30,1577.9552776621201,2019/8/30,15.15279657,68421.11553,5,1,1,87.160004,0.006306,-0.000917,-3.4e-05,1,0,0,2019-08-30,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.042,1,0,1,0,0
2019-10-16,355.0910075476076,2019/10/16,12.25155905,79240.33993999999,4,1,0,86.949997,-0.00271,-0.0008039999999999999,-0.00183,1,0,0,2019-10-16,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.3333333333333335,0.03666666666666667,1,0,0,1,0
2019-11-20,355.0910075476076,2019/11/20,0.0,79240.33993999999,4,1,0,86.339996,0.0063289999999999996,-0.0020800000000000003,-0.003698,1,0,0,2019-11-20,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.3333333333333335,0.03666666666666667,1,0,0,1,0
2019-11-20,355.0910075476076,2019/11/20,0.0,79240.33993999999,4,1,0,312.519989,0.0063289999999999996,-0.0020800000000000003,-0.003698,0,1,0,2019-11-20,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.3333333333333335,0.03666666666666667,1,0,0,1,0
2020-03-20,18715.583640413966,2020/3/20,105.13665759999999,194268.0273,5,1,1,231.16000400000001,0.007121,-0.022425,-0.04503,0,1,0,2020-03-20,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0045000000000000005,2.75,0.0,1,0,1,0,0
2019-10-22,9982.022195754837,2019/10/22,-268.9547537,218620.9402,2,0,0,11.06,0.0027199999999999998,0.00022999999999999998,-0.0034799999999999996,0,0,1,2019-10-22,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5,0.03,0,1,0,1,0
2020-03-05,9982.022195754837,2020/3/5,4124.347758,218620.9402,2,0,0,11.34,0.008,-0.012626,-0.034917000000000004,0,0,1,2020-03-05,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5,0.03,0,1,0,1,0
2020-03-19,9982.022195754837,2020/3/19,113.9234277,218620.9402,2,0,0,71.349998,-0.043774,-0.022469,0.0036899999999999997,1,0,0,2020-03-19,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5,0.03,0,1,0,1,0
2019-10-22,9982.022195754837,2019/10/22,34.13632786,218620.9402,2,0,0,87.139999,0.0027199999999999998,0.00022999999999999998,-0.0034799999999999996,1,0,0,2019-10-22,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5,0.03,0,1,0,1,0
2019-10-28,52.3310298648592,2019/10/28,2.395561074,45924.45173,3,1,1,87.379997,0.008108,-0.00011399999999999999,0.005605,1,0,0,2019-10-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003,2.0,0.0,0,1,0,0,1
2019-11-14,52.3310298648592,2019/11/14,0.0,45924.45173,3,1,1,86.68,-0.00271,-0.0005769999999999999,0.001415,1,0,0,2019-11-14,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003,2.0,0.0,0,1,0,0,1
2020-02-27,52.3310298648592,2020/2/27,0.0,45924.45173,3,1,1,85.690002,0.0008820000000000001,-0.01347,-0.045381,1,0,0,2020-02-27,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003,2.0,0.0,0,1,0,0,1
2019-11-05,2424.6130924847607,2019/11/5,11.37559698,120506.629,3,0,0,86.910004,0.0,-0.001034,-0.0011970000000000001,1,0,0,2019-11-05,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003222222222222222,1.6666666666666667,0.0,1,0,1,0,0
2020-01-31,2424.6130924847607,2020/1/31,31.67778395,120506.629,3,0,0,87.529999,0.001786,-0.004096,-0.017776,1,0,0,2020-01-31,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003222222222222222,1.6666666666666667,0.0,1,0,1,0,0
2019-11-05,2424.6130924847607,2019/11/5,88.98768486,120506.629,3,0,0,11.11,0.0,-0.001034,-0.0011970000000000001,0,0,1,2019-11-05,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003222222222222222,1.6666666666666667,0.0,1,0,1,0,0
2020-01-10,24.017023142666705,2020/1/10,0.0,98515.36175,2,1,0,88.389999,0.0,0.000339,-0.002774,1,0,0,2020-01-10,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0030000000000000005,1.3333333333333333,0.0,0,1,1,0,0
2020-03-16,24.017023142666705,2020/3/16,277.11949780000003,98515.36175,2,1,0,10.73,0.002804,-0.054965999999999994,-0.11574300000000001,0,0,1,2020-03-16,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0030000000000000005,1.3333333333333333,0.0,0,1,1,0,0
2019-12-18,5023.4836985794855,2019/12/18,-30.06442979,277028.7111,5,0,0,319.369995,0.006375,0.0018170000000000003,6.3e-05,0,1,0,2019-12-18,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.8,0.046,0,1,0,1,0
2019-10-01,0.0,2019/10/1,0.0,98319.14237999999,3,1,1,86.620003,-0.000908,-0.006309,-0.012093000000000001,1,0,0,2019-10-01,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6666666666666667,0.03,1,0,1,0,0
2019-10-16,2018.5433669489792,2019/10/16,0.0,58729.54922000001,2,0,0,86.949997,-0.00271,-0.0008039999999999999,-0.00183,1,0,0,2019-10-16,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0029999999999999996,1.5714285714285714,0.0,0,1,0,0,1
2019-11-25,2018.5433669489792,2019/11/25,-28.51221546,58729.54922000001,2,0,0,11.37,0.026173000000000002,0.002653,0.007546,0,0,1,2019-11-25,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0029999999999999996,1.5714285714285714,0.0,0,1,0,0,1
2020-01-08,2018.5433669489792,2020/1/8,49.09365743,58729.54922000001,2,0,0,88.129997,0.0,0.000909,0.005089,1,0,0,2020-01-08,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0029999999999999996,1.5714285714285714,0.0,0,1,0,0,1
2020-01-27,10949.340135005366,2020/1/27,5.2324622000000005,73318.62466,3,0,0,87.099998,0.001789,-0.0067280000000000005,-0.016231,1,0,0,2020-01-27,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0033333333333333327,1.8333333333333333,0.0,0,1,0,1,0
2019-10-01,1317.9930049040167,2019/10/1,-20.78193647,73487.36799,5,0,0,294.910004,-0.000908,-0.006309,-0.012093000000000001,0,1,0,2019-10-01,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.042499999999999996,1,0,1,0,0
2019-12-16,1317.9930049040167,2019/12/16,10.68078582,73487.36799,5,0,0,319.320007,-0.0009050000000000001,0.0019399999999999999,0.000752,0,1,0,2019-12-16,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.042499999999999996,1,0,1,0,0
2020-01-15,1317.9930049040167,2020/1/15,-8.705087335,73487.36799,5,0,0,329.660004,0.0,0.000226,0.00225,0,1,0,2020-01-15,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.042499999999999996,1,0,1,0,0
2019-10-01,1317.9930049040167,2019/10/1,70.75503066,73487.36799,5,0,0,86.620003,-0.000908,-0.006309,-0.012093000000000001,1,0,0,2019-10-01,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.042499999999999996,1,0,1,0,0
2020-01-15,1317.9930049040167,2020/1/15,32.4628853,73487.36799,5,0,0,88.400002,0.0,0.000226,0.00225,1,0,0,2020-01-15,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.042499999999999996,1,0,1,0,0
2019-11-28,0.0,2019/11/28,0.0,277395.8448,5,1,0,316.65499900000003,-0.000898,-0.00109,-0.001875,0,1,0,2019-11-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.75,0.045000000000000005,0,1,1,0,0
2019-09-05,7100.15414231334,2019/9/5,604.3726141,222744.6398,3,0,0,87.059998,-0.004484,0.003921,0.013085,1,0,0,2019-09-05,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6,0.031333333333333345,0,1,1,0,0
2019-10-03,7100.15414231334,2019/10/3,-6.085291875,222744.6398,3,0,0,86.160004,0.0036229999999999995,0.0005809999999999999,0.008320999999999999,1,0,0,2019-10-03,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6,0.031333333333333345,0,1,1,0,0
2019-12-31,7100.15414231334,2019/12/31,-461.3431386,222744.6398,3,0,0,11.01,-0.0036200000000000004,0.0009109999999999999,0.002263,0,0,1,2019-12-31,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6,0.031333333333333345,0,1,1,0,0
2020-03-04,7100.15414231334,2020/3/4,-6.085291875,222744.6398,3,0,0,87.120003,0.0,0.013731,0.043947,1,0,0,2020-03-04,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6,0.031333333333333345,0,1,1,0,0
2020-03-30,7100.15414231334,2020/3/30,-555.1842908,222744.6398,3,0,0,10.09,0.01001,0.008568000000000001,0.031938,0,0,1,2020-03-30,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6,0.031333333333333345,0,1,1,0,0
2019-09-05,7100.15414231334,2019/9/5,4740.241313,222744.6398,3,0,0,11.1,-0.004484,0.003921,0.013085,0,0,1,2019-09-05,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6,0.031333333333333345,0,1,1,0,0
2019-10-02,0.0,2019/10/2,0.0,149202.2278,5,0,0,289.630005,0.003636,-0.005888,-0.017904,0,1,0,2019-10-02,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,1,0,0,1,0
2020-02-28,0.0,2020/2/28,0.0,149202.2278,5,0,0,295.910004,-0.0035240000000000002,0.004084,-0.009373999999999999,0,1,0,2020-02-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,1,0,0,1,0
2020-03-31,0.0,2020/3/31,0.0,149202.2278,5,0,0,258.399994,-0.005946,-0.00798,-0.015094,0,1,0,2020-03-31,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,1,0,0,1,0
2019-10-02,0.0,2019/10/2,0.0,149202.2278,5,0,0,86.110001,0.003636,-0.005888,-0.017904,1,0,0,2019-10-02,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,1,0,0,1,0
2020-02-28,0.0,2020/2/28,0.0,149202.2278,5,0,0,86.040001,-0.0035240000000000002,0.004084,-0.009373999999999999,1,0,0,2020-02-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,1,0,0,1,0
2020-03-31,0.0,2020/3/31,0.0,149202.2278,5,0,0,77.07,-0.005946,-0.00798,-0.015094,1,0,0,2020-03-31,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,1,0,0,1,0
2019-11-22,28227.17476976739,2019/11/22,0.0,358449.0851,4,0,0,11.08,-0.004492,0.003821,0.002147,0,0,1,2019-11-22,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.3333333333333333,0.03,1,0,0,1,0
2019-10-08,4109.97044764502,2019/10/8,-17.9761508,307460.9531,5,1,1,290.130005,0.0,-0.0037049999999999995,-0.015474000000000002,0,1,0,2019-10-08,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.004454545454545455,2.727272727272727,0.0,0,1,0,1,0
2019-11-21,4109.97044764502,2019/11/21,0.0,307460.9531,5,1,1,312.070007,0.0,0.00023199999999999997,-0.00144,0,1,0,2019-11-21,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.004454545454545455,2.727272727272727,0.0,0,1,0,1,0
2019-12-03,4109.97044764502,2019/12/3,0.0,307460.9531,5,1,1,311.25,-0.0054009999999999996,-0.001387,-0.0068920000000000006,0,1,0,2019-12-03,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.004454545454545455,2.727272727272727,0.0,0,1,0,1,0
2019-12-10,4109.97044764502,2019/12/10,127.89452490000001,307460.9531,5,1,1,315.369995,-0.000908,0.002416,-0.001045,0,1,0,2019-12-10,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.004454545454545455,2.727272727272727,0.0,0,1,0,1,0
2020-02-28,4109.97044764502,2020/2/28,21.60214975,307460.9531,5,1,1,295.910004,-0.0035240000000000002,0.004084,-0.009373999999999999,0,1,0,2020-02-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.004454545454545455,2.727272727272727,0.0,0,1,0,1,0
2019-10-08,4109.97044764502,2019/10/8,60.61623268,307460.9531,5,1,1,86.040001,0.0,-0.0037049999999999995,-0.015474000000000002,1,0,0,2019-10-08,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.004454545454545455,2.727272727272727,0.0,0,1,0,1,0
2019-10-23,617.9385335885281,2019/10/23,4.7835151830000004,30692.61585,5,1,0,301.570007,0.000904,0.000918,0.002893,0,1,0,2019-10-23,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.041999999999999996,1,0,0,0,1
2019-10-23,617.9385335885281,2019/10/23,16.53937962,30692.61585,5,1,0,87.220001,0.000904,0.000918,0.002893,1,0,0,2019-10-23,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.041999999999999996,1,0,0,0,1
2019-12-04,473.84653046872404,2019/12/4,1.065916492,20402.930930000002,5,0,0,313.179993,-0.0036200000000000004,0.003009,0.006201,0,1,0,2019-12-04,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.042499999999999996,0,1,0,1,0
2019-12-06,473.84653046872404,2019/12/6,-2.033428031,20402.930930000002,5,0,0,316.640015,0.0,0.001382,0.008922,0,1,0,2019-12-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.042499999999999996,0,1,0,1,0
2020-03-23,473.84653046872404,2020/3/23,-0.59610061,20402.930930000002,5,0,0,224.649994,0.0,-0.016057,-0.028162,0,1,0,2020-03-23,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.042499999999999996,0,1,0,1,0
2019-12-04,473.84653046872404,2019/12/4,3.8512196519999997,20402.930930000002,5,0,0,86.68,-0.0036200000000000004,0.003009,0.006201,1,0,0,2019-12-04,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.042499999999999996,0,1,0,1,0
2020-03-23,473.84653046872404,2020/3/23,1.9512458730000002,20402.930930000002,5,0,0,68.629997,0.0,-0.016057,-0.028162,1,0,0,2020-03-23,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.042499999999999996,0,1,0,1,0
2019-10-03,4673.626469054667,2019/10/3,337.1016101,239341.1905,1,1,0,11.08,0.0036229999999999995,0.0005809999999999999,0.008320999999999999,0,0,1,2019-10-03,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0030000000000000005,1.0,0.0,0,1,1,0,0
2020-01-16,4673.626469054667,2020/1/16,-184.75054640000002,239341.1905,1,1,0,11.16,0.001795,0.000339,0.008312,0,0,1,2020-01-16,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0030000000000000005,1.0,0.0,0,1,1,0,0
2019-08-27,23430.92852717368,2019/8/27,111.30683259999999,411551.6348,1,1,0,11.14,0.0,-0.00045999999999999996,-0.003832,0,0,1,2019-08-27,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.0,0.03,0,1,0,1,0
2020-02-12,23430.92852717368,2020/2/12,-1117.017087,411551.6348,1,1,0,11.28,0.0,0.0026089999999999998,0.006412999999999999,0,0,1,2020-02-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.0,0.03,0,1,0,1,0
2020-02-18,23430.92852717368,2020/2/18,-1525.051982,411551.6348,1,1,0,11.28,-0.002653,-0.001019,-0.001196,0,0,1,2020-02-18,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.0,0.03,0,1,0,1,0
2020-03-11,23430.92852717368,2020/3/11,3924.5698060000004,411551.6348,1,1,0,11.04,-0.027313,-0.021781000000000002,-0.048627,0,0,1,2020-03-11,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.0,0.03,0,1,0,1,0
