,trd_date,fund_id,investor_id,education,intermediaryid,riskscore,SCRate,TrailerRate,FundRiskScore,FundName,Price,Vol,return-N6M,return-HYG,return-IVV,AUM,Open,Gender,age,income,counts,sub
2558,2019/8/26,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.980003,14187800,0.0,0.0,0.0,3570.9458776316105,Y,M,35,116752.917032342,41.05479138269989,Y
2559,2019/9/12,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.32,23246400,-0.00091,0.000573,0.0031780000000000003,2935.70674014011,N,M,53,96301.7402703208,33.62009551236957,Y
2560,2019/9/17,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.519997,14626400,0.00366,0.000572,0.0024170000000000003,4780.7111226631705,N,M,54,99975.26656774699,54.624214882721844,Y
2561,2019/9/23,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.440002,15456800,0.000909,-0.0004570000000000001,0.000531,2699.22424476585,Y,M,36,74407.4529607487,30.86944399619124,Y
2562,2019/12/9,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.93,18034300,0.0,0.0,-0.0029690000000000003,1758.54054917773,N,M,31,87137.746115512,20.2293862783588,Y
2563,2020/1/21,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.16999799999998,19724900,0.001791,-0.001076,-0.001081,2467.95002608399,Y,M,37,93324.42075500428,27.99081413253509,Y
2564,2020/1/23,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.059998,28566200,0.004492,-0.003057,0.001232,2968.6974433076703,N,M,47,88578.5377792707,33.71221338555641,Y
2565,2020/2/13,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.410004,13297900,0.001773,0.00034,-0.001239,2490.00825211943,N,F,38,89681.71642338713,28.164326880014965,N
2566,2020/2/27,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.690002,72595100,0.0008820000000000002,-0.01347,-0.045381,874.6955290643698,N,F,41,80326.0929750942,10.207673108285952,N
2567,2020/3/30,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.690002,35016900,0.01001,0.008568000000000001,0.031938,576.7625642025597,N,F,40,67340.273347954,7.423896889622421,N
2568,2020/4/14,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.519997,37632800,-0.011385,0.004188,0.03035,-74.42515375107496,Y,M,37,55018.445152545995,-0.9129680629290866,Y
2569,2020/4/21,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.410004,42335600,-0.010427,-0.01828,-0.030447,3665.37084069261,N,M,59,94161.5305357874,46.746214178137386,N
2570,2020/4/23,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,79.059998,23896700,-0.012346,-0.0005059999999999999,-0.000286,3544.8046993084795,Y,M,53,74111.2169198718,44.83689335924952,Y
2571,2020/6/10,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.779999,36663100,0.0,-0.00143,-0.005901,1437.9702849914304,N,M,53,53654.3472345279,17.16364648072424,N
2572,2020/6/12,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.440002,36155600,-0.002755,0.009923,0.0125,-1660.939983231886,N,M,47,31458.9706846538,-20.147257920152477,Y
2573,2020/7/23,HYG,47347,Deg or abv,8,5,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.519997,28434900,0.006318,-0.000709,-0.012097,2575.55564119067,Y,M,35,89928.14550311971,30.472737016195946,Y
2574,2019/10/3,HYG,20320,Sec. or below,9,4,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.160004,30387800,0.003623,0.0005809999999999999,0.008320999999999999,1636.68244966234,Y,F,20,88573.330655304,18.995849276682254,Y
2575,2019/10/17,HYG,20320,Sec. or below,9,4,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.07,14814300,0.002717,0.0013800000000000002,0.002799,1686.2452114246994,N,M,37,77534.6755614421,19.366546588086603,Y
2576,2019/12/11,HYG,20320,Sec. or below,9,4,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.32,14127500,0.005455,0.002066,0.002537,3489.0489632058,Y,F,31,102909.86225983301,39.95704263863721,Y
2577,2019/12/17,HYG,20320,Sec. or below,9,4,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.050003,18650700,-0.005435,0.003076,9.4e-05,2539.76321345274,N,F,58,61285.9615076166,28.844555671994012,N
2578,2020/2/6,HYG,20320,Sec. or below,9,4,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.099998,18329900,0.0,0.000795,0.003829,2896.475162990361,N,F,44,71170.51026861361,32.87713085975735,N
2579,2020/2/19,HYG,20320,Sec. or below,9,4,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.260002,18547500,0.0,0.000453,0.004789,-587.0058425895501,Y,M,32,62317.9695756002,-6.650870488191808,Y
2580,2020/3/17,HYG,20320,Sec. or below,9,4,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041938,0.009385,0.063593,2116.9134860140807,N,M,41,72627.01667014901,27.722805896952266,Y
2581,2020/3/18,HYG,20320,Sec. or below,9,4,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,54289800,0.0,-0.044133,-0.055679999999999986,1187.39242153751,Y,F,43,65515.7979098202,16.267878532309453,Y
2582,2020/7/3,N6M,20320,Sec. or below,9,4,0.0,0.003,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.98,5300,0.0,0.003592,0.007673,3845.6148563581896,Y,F,48,92284.4238682734,350.2381472093069,Y
2583,2020/7/17,HYG,20320,Sec. or below,9,4,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.519997,22863700,0.007306,0.002761,0.00295,1299.4185706650892,N,M,29,106787.39424897,15.558173100330563,Y
2584,2020/7/27,HYG,20320,Sec. or below,9,4,0.0,0.003,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.800003,12931500,-0.0008990000000000002,0.002364,0.007356999999999998,389.82648694164004,N,M,54,69915.5173874623,4.597010296587372,Y
2585,2019/12/3,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.41999799999998,29757200,-0.005401,-0.001387,-0.0068920000000000006,-3787.8335911825898,N,M,23,53502.443124375,-43.83052162512884,Y
2586,2020/1/13,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.389999,17762400,0.0008990000000000002,0.0,0.006999999999999999,1845.26074921238,Y,F,27,79277.05327208759,20.876352190165537,Y
2587,2020/1/27,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.099998,41372700,0.001789,-0.0067280000000000005,-0.016231,2258.9465340278807,Y,M,33,87897.1632210767,25.93509283465059,Y
2588,2020/3/5,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.019997,62455700,0.008,-0.012626,-0.034917000000000004,-741.8782169699831,Y,F,33,26976.366738111694,-8.624485501551263,Y
2589,2020/3/17,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041938,0.009385,0.063593,266.3490217936401,N,M,36,69661.4822313228,3.4880699097115007,N
2590,2020/3/19,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,71.349998,45706300,-0.043774,-0.022469,0.00369,2042.452872433089,Y,M,33,84862.0584592061,28.62582942795722,Y
2591,2020/3/23,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,68.629997,48862100,0.0,-0.016057,-0.028162,3874.9392697651288,Y,F,51,69280.4740020053,56.46130612194444,Y
2592,2020/3/30,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.690002,35016900,0.01001,0.008568000000000001,0.031938,429.79680811882,N,F,39,82843.0984436022,5.53220230472925,N
2593,2020/4/24,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.32,37945000,0.0,-0.00936,0.014001,-2685.9510285431493,N,M,39,73002.62408772651,-34.29457390887576,Y
2594,2020/5/1,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.68,31859400,0.0,-0.021758,-0.026206,6115.954599000649,Y,M,53,84448.2341130851,77.7320106634551,Y
2595,2020/6/1,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.720001,46987000,0.000929,0.00364,0.004915,428.25025019586997,Y,M,34,65125.48183522269,5.1771064436504295,Y
2596,2020/6/2,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.540001,35930900,-0.007428,0.009913,0.008315000000000001,3167.9736544444704,Y,M,51,77401.823869149,37.921637736687,Y
2597,2020/6/17,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.190002,17050300,0.001833,-0.004666,-0.004508,2005.67674323435,Y,M,24,108222.991735216,24.109588832974786,Y
2598,2020/6/29,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.879997,76540200,-0.000911,-0.005655,0.01501,2116.6587363746507,Y,F,35,77206.4726115672,26.170361212731628,Y
2599,2020/7/15,HYG,74478,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.209999,21291300,-0.007253,0.005679999999999999,0.009339,1929.88114958622,N,M,44,85592.7552429519,23.1928995647052,Y
2600,2019/9/10,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.279999,14055800,-0.001808,0.000573,-6.7e-05,4201.9512690453,N,M,51,106649.969289046,48.143346897211806,Y
2601,2019/9/25,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.230003,15142100,0.0,-0.001031,0.005647,253.1912953200101,N,F,38,58298.6311756458,2.9025712095872582,Y
2602,2019/10/16,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.949997,11813000,-0.00271,-0.0008039999999999999,-0.00183,3251.356564335449,N,M,53,92844.7183669183,37.39340628540159,N
2603,2019/10/31,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.809998,24576400,0.001805,-0.003444,-0.002942,-951.6169829074717,N,M,21,68584.59984737719,-10.962066637848231,N
2604,2019/11/28,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.0349995,21827700,-0.000898,-0.00109,-0.001875,1490.8464379295401,Y,M,42,60373.2748818413,17.129274964028006,Y
2605,2019/12/6,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.93,16094700,0.0,0.001382,0.008922,1815.38520490626,Y,F,28,77226.0035493545,20.88329926269711,Y
2606,2020/1/8,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.129997,16088100,0.0,0.000909,0.005089,5638.79434984711,Y,M,43,113464.21795276801,63.982690818054955,Y
2607,2020/1/27,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.099998,41372700,0.001789,-0.0067280000000000005,-0.016231,-1999.6818722877588,N,F,31,59769.1099003293,-22.958460599364873,N
2608,2020/2/12,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.379997,26688200,0.0,0.002609,0.006412999999999999,3030.1306816501396,Y,M,28,110395.37299459301,34.285254407172474,Y
2609,2020/2/25,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.769997,68415100,0.000883,-0.006981,-0.029985,4835.56731497824,Y,M,49,84146.51380183,55.72856381426681,Y
2610,2020/3/6,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.050003,69860600,0.003527,-0.011276,-0.016658000000000003,736.2205565631401,N,F,37,78172.3737276937,8.656326050489852,N
2611,2020/3/11,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.839996,60006600,-0.027313,-0.021781,-0.048627,2902.2598590486896,N,F,48,83468.70607785809,35.901286524663966,Y
2612,2020/6/16,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.58000200000002,40976300,0.001837,0.004085,0.019225,1648.1057266871805,Y,M,38,77545.51272776451,19.718900302098344,Y
2613,2020/7/15,HYG,77093,Sec. or below,6,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.209999,21291300,-0.007253,0.005679999999999999,0.009339,-2260.55165093388,N,F,41,62381.1798986658,-27.16682704122951,N
2614,2019/9/24,N6M,17859,H.Sch/Dip.,6,3,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.04,3700,0.002725,-0.001372,-0.012841,1602.0099072090302,Y,F,36,81963.31691830889,145.10959304429622,Y
2615,2019/10/1,N6M,17859,H.Sch/Dip.,6,3,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.0,22100,-0.000908,-0.006309,-0.012093,1425.76458830696,Y,M,43,73046.28912672821,129.61496257336,Y
2616,2020/2/21,N6M,17859,H.Sch/Dip.,6,3,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.31,5700,0.001771,-0.000905,-0.010281,1780.9400974202506,N,M,38,84735.0494020159,157.46596794166672,Y
2617,2020/3/23,HYG,17859,H.Sch/Dip.,6,3,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,68.629997,48862100,0.0,-0.016057,-0.028162,794.23875828168,Y,F,21,101633.85422579599,11.57276399533691,Y
2618,2020/7/1,HYG,17859,H.Sch/Dip.,6,3,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.529999,28799100,0.002752,-0.001103,0.006846,1695.3521718504196,Y,F,35,48515.2012856188,20.794213082848433,Y
2619,2020/7/15,N6M,17859,H.Sch/Dip.,6,3,0.03,0.0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.95,225500,-0.007253,0.005679999999999999,0.009339,455.0415364389901,N,M,44,70326.7953037219,41.556304697624675,Y
2620,2019/9/11,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.269997,13999200,-0.004529,-0.000115,0.007234,2586.02717274041,N,F,37,138239.457868169,29.63248838819612,N
2621,2019/9/18,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.470001,15913800,0.002735,-0.000571,0.000727,1527.7971669174108,Y,M,33,87364.9531397643,17.46652737453851,Y
2622,2019/10/29,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.220001,10655700,0.008043000000000002,-0.001831,-0.000328,1446.7424107583802,Y,M,32,91429.9589847006,16.58727808038411,Y
2623,2020/2/19,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.260002,18547500,0.0,0.000453,0.004789,-2709.6523503956696,Y,M,27,19895.392996166498,-30.700796385611568,Y
2624,2020/2/28,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.040001,99309800,-0.003524,0.004084,-0.009374,1156.6751775287898,N,M,40,69652.66576329639,13.443458438927607,Y
2625,2020/3/3,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.940002,58721000,0.0008900000000000002,-0.004287,-0.028673,595.7969173356698,N,F,35,73389.3157502492,6.9327077434286055,N
2626,2020/3/13,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,6093.060786937841,Y,M,36,116052.75648504801,76.11568467946017,Y
2627,2020/3/17,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.360001,68569400,-0.041938,0.009385,0.063593,1082.85123146324,N,F,38,88710.0491991506,14.180869791544927,N
2628,2020/3/26,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.83000200000002,41965200,0.008081,0.045733,0.06020900000000001,159.8247288221801,N,M,27,95439.5393610249,2.0802385091982694,N
2629,2020/4/30,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.43,33630600,-0.002849,0.001993,-0.010098,6140.72746522528,Y,M,48,127609.94340071801,76.34871895095459,Y
2630,2020/5/18,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.099998,31902000,0.000946,0.01766,0.030924,5386.73353898087,Y,F,57,92544.63254409679,67.25010828315963,Y
2631,2020/5/19,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.199997,18536500,0.0,0.001248,-0.010303,4338.7977062475,Y,M,51,91785.43723160321,54.09972404671662,Y
2632,2020/5/29,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.41999799999998,32286100,0.003731,0.00402,0.004047,4134.00572668972,Y,M,45,120197.16137457901,50.15779940554865,Y
2633,2020/6/17,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.190002,17050300,0.001833,-0.004666,-0.004508,589.5155611037601,N,M,45,48345.9293121552,7.0863751283929535,N
2634,2020/7/3,HYG,11431,Sec. or below,4,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.424999,21827700,0.0,0.003592,0.007673,-2122.36773753264,N,M,29,56423.9719603633,-25.7490781107882,Y
2635,2019/10/23,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.220001,9097500,0.000904,0.000918,0.002893,2759.22586599214,Y,F,43,65608.609884773,31.63524231090229,Y
2636,2019/12/9,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.93,18034300,0.0,0.0,-0.0029690000000000003,2464.889536785621,N,M,55,79451.7991837628,28.354877910797434,N
2637,2019/12/13,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.610001,18088100,0.0,0.0010279999999999998,0.00034500000000000004,665.6665761341101,N,M,46,53722.0037553827,7.59806607163616,Y
2638,2019/12/17,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.050003,18650700,-0.005435,0.003076,9.4e-05,2513.09633718954,N,F,36,102245.253504001,28.541695077393012,N
2639,2019/12/27,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.91999799999998,11627100,0.0,-0.000455,-0.000185,-1518.56275820327,Y,M,28,71161.6451745604,-17.272097278747328,Y
2640,2020/1/27,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.099998,41372700,0.001789,-0.0067280000000000005,-0.016231,706.7740783563901,N,M,46,61235.9060106791,8.114513141049558,Y
2641,2020/3/11,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.839996,60006600,-0.027313,-0.021781,-0.048627,1053.53822577118,N,M,32,107836.224717786,13.032388395605313,Y
2642,2020/3/13,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,69164600,-0.016544,0.031439,0.090737,1063.0793232006,N,M,51,50609.678084734005,13.280190922673668,Y
2643,2020/3/20,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,69.75,55796500,0.007121,-0.022425,-0.04503,1639.80345171404,Y,F,36,72697.7600012204,23.50972690629448,Y
2644,2020/4/3,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,73.550003,39986200,-0.012808000000000002,-0.021421,-0.014134,3700.644121654821,N,F,55,86881.4832391474,50.31466989409668,Y
2645,2020/4/16,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.68,25821900,-0.006634999999999999,-0.000991,0.005313,1688.6028750227897,N,M,27,95486.8141889365,20.929634048373693,Y
2646,2020/4/22,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,79.099998,15720900,0.008621,0.0088,0.022639,1718.7435032921398,N,F,39,95221.7902042375,21.72874268962864,Y
2647,2020/4/29,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.269997,34838300,0.0125,0.017622,0.02613,754.9816366428603,N,M,26,87266.0268861547,9.405527156589534,Y
2648,2020/6/11,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.629997,48794500,0.0,-0.025662,-0.057855,5878.9192510456005,N,F,55,118608.739378804,72.0191040928937,Y
2649,2020/7/16,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.290001,17570400,0.0,0.000961,-0.0034659999999999995,2614.1393314335496,Y,M,35,91937.91775428741,31.385992316575305,Y
2650,2020/7/27,HYG,46290,H.Sch/Dip.,1,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,84.800003,12931500,-0.0008990000000000002,0.002364,0.007356999999999998,1678.8577783178605,N,F,41,72390.9781583224,19.797850459013077,N
2651,2019/10/17,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.07,14814300,0.002717,0.0013800000000000002,0.002799,3487.0005133161885,Y,F,50,76137.1769653145,40.04824294609152,Y
2652,2019/10/31,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.809998,24576400,0.001805,-0.003444,-0.002942,-1347.14760762585,N,M,32,73010.8853099696,-15.51834625806408,N
2653,2019/11/15,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.940002,12996200,0.004529,0.003,0.00742,252.01044569842003,N,M,33,77706.7491563924,2.898670806315601,N
2654,2019/11/26,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.019997,11469400,-0.019349,0.00115,0.001999,3411.585770423189,N,F,55,88487.2204006799,39.20461834103705,Y
2655,2019/12/31,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.940002,8310800,-0.00362,0.000911,0.002263,1975.4509005031405,Y,M,51,60641.2840497213,22.463621282418664,Y
2656,2020/1/22,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.33000200000002,17731800,-0.005362,0.001815,0.00021,3020.8446872936297,Y,F,27,102797.065418207,34.199531516976855,Y
2657,2020/1/29,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.800003,17308200,-0.006239,-0.0005690000000000001,-0.0007,1498.3477185465806,Y,F,23,74661.5999436048,17.065463181665045,Y
2658,2020/1/31,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.529999,35659700,0.001786,-0.004096,-0.017776,3419.6851368717,Y,M,46,62328.7034352797,39.06872130629979,Y
2659,2020/2/5,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.029999,36687700,0.004468,0.004106,0.011131,1495.2387727036398,Y,F,36,92662.5365786084,16.985559351234794,Y
2660,2020/2/27,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.690002,72595100,0.0008820000000000002,-0.01347,-0.045381,2758.08518753995,N,M,59,85358.7914698066,32.186779357759264,N
2661,2020/3/12,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,82926400,-0.014493,-0.039955,-0.096236,1932.7929612634696,Y,F,39,77949.3410201771,24.903916200999273,Y
2662,2020/3/26,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,76.83000200000002,41965200,0.008081,0.045733,0.06020900000000001,3951.6034225677504,N,M,55,96728.33251775199,51.43307717950794,Y
2663,2020/4/14,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.519997,37632800,-0.011385,0.004188,0.03035,5741.185118168321,Y,M,55,90818.38670021019,70.42670914436272,Y
2664,2020/4/15,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.760002,34367500,0.012476,-0.009323,-0.021978,-2767.871009887209,Y,F,26,31836.395565977404,-34.272795212253826,Y
2665,2020/4/22,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,79.099998,15720900,0.008621,0.0088,0.022639,3187.600790134021,Y,F,48,66383.43641077481,40.29836751872004,Y
2666,2020/5/20,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.050003,36053700,0.002836,0.010599,0.017065,1904.9140894551401,N,M,21,118688.40558579599,23.50294903079942,N
2667,2020/7/13,HYG,63694,H.Sch/Dip.,7,5,0.03,0.0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.040001,20039400,-0.000455,-0.005455,-0.008874,3091.9345531911604,Y,F,51,76672.3496442111,37.688134026121716,Y
