,riskscore,SCRate,TrailerRate,Price,Vol,return-N6M,return-HYG,return-IVV,AUM,Open,Gender,age,income,sub,ed_Deg or abv,ed_H.Sch/Dip.,FRC
196,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,57.10284088632012,0,0,37,74877.7080399452,1,1,0,2
197,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3882.26411027019,1,1,48,80195.8208401604,1,1,0,2
198,2,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,603.16083505444,1,0,36,44227.4892888155,1,0,1,1
199,5,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1757.6858696222198,1,0,43,76645.24724721469,1,0,0,2
200,5,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,1969.85293469922,0,1,64,58645.6082184571,0,0,0,2
201,2,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1307.1719896939805,0,1,43,79873.0702829288,0,1,0,1
202,2,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1857.9737730014097,1,0,41,71674.2119698545,1,1,0,1
203,4,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1943.30941199297,1,1,42,82117.44521009849,1,0,1,2
204,4,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,-918.6501040085477,1,0,29,63379.9369645076,1,0,1,2
205,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-1028.3360584381385,0,0,31,68988.9148601752,1,1,0,1
206,1,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,-9.444290543804984,0,0,43,51693.6498264591,1,1,0,1
207,3,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,2165.74676199838,0,0,47,85346.84289892309,1,1,0,1
208,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-1226.6020560296326,0,0,42,47633.2039197111,0,1,0,2
209,2,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-2882.2332944871105,0,0,37,23369.7889513795,0,0,1,1
210,2,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1821.4046619610397,1,1,24,88411.1929876614,1,0,1,2
211,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2318.46835213414,1,0,36,71272.0297466787,1,1,0,2
212,4,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,3988.556574772721,1,0,49,94507.05083359561,1,1,0,1
213,3,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,-668.828925979818,0,1,30,58502.21141680559,0,1,0,2
214,3,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-1268.726101329401,0,1,46,41021.8341267655,0,0,1,2
215,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,3297.4961388162296,0,1,51,97535.2936610931,1,1,0,1
216,3,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-778.4033349082662,0,0,29,94756.0581289073,0,1,0,2
217,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,4220.18790269234,1,0,31,82852.81715507769,1,1,0,2
218,4,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1653.2306194005403,0,1,55,66606.75777833769,1,1,0,2
219,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-164.86131113542012,1,0,32,79812.1237301502,1,1,0,2
220,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-357.7234141924161,0,0,39,49913.086521578494,1,0,1,2
221,2,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,1421.37930690636,1,1,47,57278.83518872121,1,0,0,1
222,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4158.40761456382,1,0,57,73493.5077834603,1,0,1,2
223,5,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3958.4117679839,0,0,44,111656.139990235,0,1,0,2
224,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-457.70570554589796,0,1,35,73310.9097916793,1,1,0,2
225,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,908.1162784294896,0,0,21,87288.79218002,1,1,0,2
226,1,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,801.0829707444104,1,0,53,45255.6638358468,1,1,0,1
227,1,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,835.7206516471998,0,1,44,59778.4718205132,1,1,0,1
228,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,-678.682770162975,1,1,42,36510.9000907606,1,1,0,2
229,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2858.45032663508,1,1,49,74827.8539922314,1,1,0,2
230,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,920.18785343987,0,0,45,86763.3997823215,1,1,0,2
231,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2046.14976893276,0,1,38,93239.81948510537,1,0,1,2
232,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-198.5038619075798,1,1,32,70325.1906052134,1,0,1,2
233,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3227.4176871189793,0,0,48,91728.0662019273,0,0,1,2
234,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4505.27793968311,0,0,61,96298.8407065898,0,1,0,2
235,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,5300.623016235921,1,1,54,80766.12508848839,1,1,0,2
236,3,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,856.7725338114002,1,1,30,76385.8681776396,1,0,0,1
237,3,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,1307.6973396781,1,0,29,85563.3414154314,1,0,0,1
238,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,2931.06374194782,0,1,39,109383.75212093901,1,0,1,2
239,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,5001.23681343359,1,1,50,110471.15710575199,1,0,0,2
240,5,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2404.447427652429,0,0,34,109683.31059326699,0,0,1,2
241,4,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,5590.77638017281,1,1,56,100454.90129295901,1,1,0,2
242,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2121.0353699161,1,0,45,61429.8691204369,1,0,0,2
243,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-1411.7417080028501,0,1,29,79088.3235853303,0,0,0,2
244,2,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4031.459558332121,1,0,44,114157.326560588,1,1,0,2
245,2,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1335.31567281126,0,0,40,73594.255930204,1,1,0,2
246,2,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,3976.3204065644295,1,1,29,107203.275009676,1,1,0,1
247,2,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,3417.0618769078997,0,1,40,94037.37380161961,0,1,0,1
248,2,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2479.63126052385,1,0,29,67854.5486357226,1,0,1,2
249,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1275.1449054877698,0,0,36,78431.8451102349,0,0,1,2
250,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,4657.655142393921,1,1,35,103380.41812742599,1,0,0,2
251,4,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,3849.059771345321,1,0,34,107734.853451972,1,1,0,2
252,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,3481.51783815264,0,0,64,84717.70093004599,1,0,1,1
253,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,86.71540245407006,1,1,28,93418.4696523159,1,0,0,2
254,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3575.9400318308294,1,1,44,92148.34366176608,1,0,0,2
255,5,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1123.94000170469,0,0,42,66309.9067484118,1,1,0,2
256,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-779.769332781934,0,0,30,68172.2618108637,0,0,1,2
257,1,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,2468.1501174030896,0,0,38,88701.75754974599,0,1,0,1
258,3,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,-1407.371001933196,0,0,35,44211.567262908,0,0,1,2
259,3,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,2528.3813626148603,0,1,46,87074.4822828615,0,0,1,1
260,3,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1669.008011663361,0,1,42,96496.2346107332,0,0,1,2
261,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,6219.359515788779,1,1,55,100141.945173165,1,0,1,2
262,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2955.8527793026697,1,1,39,78716.300490621,1,0,1,2
263,1,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,1491.5745643084201,1,1,39,46600.8728878515,1,1,0,1
264,1,0.0,0.003,10.7,33900,-0.016544,0.031439,0.090737,2692.312975104579,0,1,44,88553.2885870879,1,0,0,1
265,1,0.0,0.003,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,2538.7689733409397,1,1,38,90008.2384352739,1,0,0,1
266,3,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,500.49846878209024,1,0,37,77429.5818123689,1,0,1,1
267,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3983.4219698355105,1,0,48,97066.0435331348,1,0,1,2
268,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-223.00753253417415,1,1,20,71501.0106848878,1,0,0,2
269,5,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,637.4321855931599,0,1,34,78584.7971898899,1,0,1,2
270,5,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4795.158361840079,1,0,43,118817.50035735901,1,0,1,2
271,4,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,4182.83732614713,1,0,49,85007.8306184549,1,0,1,2
272,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3101.4960031205387,1,0,45,110380.30529098699,1,0,1,2
273,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,162.5093206937299,0,1,42,67796.3208412934,1,0,1,1
274,1,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,-1002.9012929797027,0,0,38,65208.8539767765,1,0,1,1
275,3,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2049.5463558216493,1,0,34,82149.6956881111,1,1,0,2
276,5,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3816.1406448521907,0,0,49,102450.635120473,0,0,1,2
277,2,0.0,0.003,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,3192.851297840001,1,1,43,101590.504594785,1,0,1,1
278,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4401.34807304709,1,0,48,88218.2343090057,1,0,1,2
279,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-925.5060234943268,0,0,23,84306.8829192905,0,1,0,1
280,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-1003.1753098493676,0,1,21,88073.67094766,0,0,0,2
281,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-84.61535620803102,0,0,28,80440.929573785,1,0,1,2
282,3,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2615.5855098333195,1,0,48,71349.5219239602,1,0,1,2
283,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2245.82645218133,1,1,39,74746.36575148349,1,1,0,2
284,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-918.2197141650863,0,0,46,43369.9532380111,1,1,0,2
285,2,0.0,0.003,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,1926.1920726836304,0,0,46,69739.5196210896,0,0,1,1
286,4,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1993.5427765506286,1,1,46,91903.81452913133,1,0,0,2
287,4,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,3469.0468919864597,1,1,50,76543.3122765647,1,0,0,2
288,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,5369.9396865626395,1,1,32,92422.36677479,1,1,0,2
289,4,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2104.409356970629,1,1,33,73564.4533689278,1,0,1,2
290,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1647.9327375963105,0,0,49,61408.1786800477,1,0,0,2
291,5,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,-146.40237186713182,1,1,42,21516.2790667708,1,0,0,2
292,5,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2612.310864343061,0,1,29,96991.2782035911,1,0,0,2
293,4,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,2226.2161293455297,1,0,38,85508.45523982981,1,1,0,2
294,2,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,849.4026012325305,1,0,53,44693.163897995306,1,1,0,2
295,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-1251.159287257518,0,1,40,61475.271589349,1,1,0,2
296,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1123.98653303512,0,1,40,84202.9704643637,0,1,0,2
297,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-1458.772001579061,0,1,27,74479.5442024699,0,0,0,2
298,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,878.7895841002896,1,0,34,68101.72507761151,1,1,0,2
299,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,582.0636120982401,0,1,29,111617.691677011,1,1,0,2
300,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,3541.172598210221,1,1,39,63917.6407737192,1,1,0,2
301,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2607.3415711452703,0,1,58,57819.7787465778,1,1,0,2
302,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1580.4270285654404,1,0,38,104278.32935159901,1,1,0,2
303,3,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,4783.003682694312,0,1,52,91905.8329732105,0,0,1,2
304,5,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,1897.3907335586605,0,0,53,65367.4990960988,1,1,0,2
305,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3130.9536271525103,1,0,25,106723.162836434,1,0,0,2
306,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-1336.47873893569,1,0,27,78170.5795176263,1,0,1,1
307,4,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,-144.77323948835502,0,0,45,52594.32888307161,1,0,0,2
308,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3730.815910545289,1,1,57,58894.7460138195,1,1,0,2
309,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1805.3805260024699,1,1,49,62957.228406042595,1,1,0,2
310,3,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,5564.25495685096,1,1,55,102298.169611114,1,1,0,2
311,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3923.0101698898297,1,0,32,106127.720949482,1,0,0,2
312,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1845.44780391658,0,1,44,76161.7256591881,0,1,0,2
313,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2263.1256260329,1,1,34,89636.9655208449,1,1,0,2
314,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2219.94401513497,1,0,42,67635.7384853082,1,0,1,2
315,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1897.6437483463199,1,0,34,97679.9223811917,1,0,1,2
316,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2737.732869488429,0,0,48,72873.0491721455,0,0,1,2
317,3,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,254.5891823090401,1,0,33,48477.1469733258,1,0,1,1
318,5,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,-221.54150452112992,1,0,29,67794.3949409101,1,0,1,2
319,4,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2199.2357239730604,0,1,57,56093.90017183231,0,1,0,2
320,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1785.5514739843604,0,1,49,74670.5781457598,0,0,1,2
321,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3293.85832563108,1,0,40,118154.99324527699,1,0,1,2
322,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3549.4195017842103,1,1,41,99183.1781305983,1,1,0,2
323,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,-2393.9769407057997,0,1,31,43918.7408867664,1,1,0,2
324,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2905.52526604385,1,0,45,80721.566063536,1,1,0,2
325,3,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2911.36476623206,1,1,43,83438.4557828842,1,0,0,2
326,2,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2635.06961853901,1,1,35,72383.1852174462,1,1,0,2
327,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-1089.881479201914,0,1,43,48365.7930493492,1,0,0,2
328,2,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2773.89376453801,1,0,56,61571.839416433395,1,1,0,2
329,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2789.1667165219897,0,1,52,74913.9755905014,0,0,1,2
330,4,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2373.5860626921003,0,0,41,96640.96055753539,0,1,0,2
331,4,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,4448.75928271002,1,0,55,81243.6449501792,1,1,0,1
332,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,674.0738844887301,0,1,35,75937.1213950914,0,1,0,2
333,5,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2915.4232787903297,0,1,47,96736.92357185,1,0,1,2
334,1,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,-2140.55068734928,0,1,24,80249.5483468501,0,1,0,1
335,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,36.85594760631989,0,0,31,91055.5634436835,1,1,0,2
336,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2446.69359625198,1,0,48,52497.9210730964,1,0,1,2
337,4,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2825.9941744185303,0,0,48,92165.40935539461,0,0,1,2
338,5,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1911.95332545582,0,1,45,80416.4106820701,0,1,0,2
339,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2134.2722466865807,0,0,39,85895.7319613809,1,1,0,2
340,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1188.62061835005,1,1,38,61052.0746350713,1,1,0,2
341,2,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,6058.505245184691,1,1,51,90604.6817167252,1,1,0,1
342,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3454.67246422484,0,1,52,87817.8251973632,1,1,0,2
343,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3703.75979520218,1,1,53,71168.8753039906,1,1,0,2
344,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,3013.88617072742,1,1,41,89934.9820963908,1,1,0,2
345,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-1061.7286394120856,0,1,43,46395.4450923378,0,0,0,1
346,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3581.691090426191,1,1,49,72613.9236972785,1,1,0,2
347,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2729.940961684129,0,0,55,66807.5628557634,1,0,1,2
348,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2433.684342959811,1,1,33,86881.700283094,1,0,1,2
349,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,270.8968033721901,0,1,38,76733.7321950021,0,0,1,2
350,5,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3985.22290170015,1,1,58,74360.24465727349,1,0,1,2
351,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2517.863512673711,1,1,31,111234.432209879,1,0,0,2
352,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1611.9176873106699,1,0,39,59338.1898719229,1,0,0,2
353,5,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2284.68228297453,0,0,45,76018.9591282015,1,0,0,2
354,5,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2037.63669101803,1,1,42,69658.0505018799,1,1,0,2
355,2,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,3039.6217219245286,1,0,34,105569.77176105,1,0,1,1
356,2,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3170.360103306049,1,0,51,73150.03289613129,1,0,1,2
357,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4732.82305783159,0,1,58,96238.8969520087,0,0,0,2
358,4,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-356.439408920476,1,0,25,59277.2701104771,1,0,0,2
359,4,0.0,0.003,10.28,10200,-0.041937999999999996,0.009385,0.063593,2755.39675228517,1,0,41,91009.5878583662,1,0,1,1
360,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,27.425119673590192,0,1,24,92856.6077441508,1,0,0,2
361,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,482.91142932529993,1,0,41,49195.7719486897,1,0,0,2
362,2,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,321.86777692709006,1,1,24,69226.9904392453,1,1,0,2
363,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1938.7832364986402,0,1,52,77894.7544294237,1,1,0,2
364,1,0.0,0.003,10.28,0,0.0,-0.044133,-0.05567999999999999,4111.98266729687,1,1,38,110744.27076182401,1,0,1,1
365,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,5092.909574417011,1,1,50,80797.2136822707,1,0,1,1
366,1,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,2138.66828151833,0,1,25,107731.31229298301,0,0,1,1
367,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,-68.35884941075199,0,0,41,68499.1806519232,1,0,1,2
368,1,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,3870.19005362654,1,1,46,95458.511769289,1,1,0,1
369,1,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,-248.60394454535003,1,1,21,54823.0902655558,1,1,0,1
370,5,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,525.4257932712899,0,0,49,55494.331234551,1,1,0,2
371,2,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,244.08511190414998,1,0,33,79102.7619574862,1,1,0,2
372,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,2924.5899470809995,1,1,50,76496.3379724087,1,1,0,1
373,1,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,-1101.5612391390919,0,1,33,82199.2883987332,0,1,0,1
374,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,2702.35239267164,1,0,34,87860.5787094539,1,0,0,1
375,1,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,3251.80699273348,1,0,54,54328.5595094937,1,0,0,1
376,4,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3129.6161091893605,1,0,32,106906.704678411,1,1,0,2
377,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2124.78240564412,0,1,52,67572.7018257103,1,1,0,2
378,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1283.82630431831,0,1,41,88099.11139671599,0,0,1,2
379,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,4333.54835493233,1,1,38,113526.690669363,1,1,0,1
380,3,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,3060.12243379575,1,0,42,93785.7441816523,1,1,0,2
381,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,430.8165385089096,1,0,31,74741.3879506761,1,1,0,2
382,1,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,3562.1610173062,1,1,61,64748.183840301295,1,0,1,1
383,1,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,3729.467387561121,1,0,52,73243.58162553099,1,0,1,1
384,3,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2378.10023364603,1,1,34,86995.7122273045,1,0,0,2
385,3,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1732.6432389516501,1,0,40,76251.46002338281,1,0,0,2
386,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3848.5642101230296,1,1,39,100209.31270485099,1,1,0,2
387,4,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1367.40331058294,1,0,49,32084.937077966602,1,0,1,2
388,3,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,389.63737871778994,0,1,39,75090.938098189,1,1,0,2
389,3,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,2737.39474177745,1,0,43,93715.1097741683,1,1,0,1
390,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,70.4687054978699,1,1,33,89918.7142657591,1,1,0,2
391,5,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2114.0698471733103,0,1,41,92025.76951355232,1,1,0,2
