,trd_date,fund_id,investor_id,unit_count,gender,income,education,intermediaryid,riskscore,subscribed,opened,SCRate,TrailerRate,FundRiskScore,FundName,Price,return-N6M,return-HYG,return-IVV
1961,2019/9/23,N6M,17051,208.0771127,F,42847.07483,H.Sch/Dip.,4,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.01,0.000909,-0.000457,0.000531
1962,2020/1/14,N6M,17051,259.1592701,F,42847.07483,H.Sch/Dip.,4,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0.000898,-0.000113,-0.001548
1963,2020/1/15,N6M,17051,247.2499267,F,42847.07483,H.Sch/Dip.,4,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0.000226,0.00225
1964,2020/3/3,N6M,17051,47.48566583,F,42847.07483,H.Sch/Dip.,4,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.25,0.00089,-0.004287,-0.028673
1965,2020/3/11,N6M,17051,-59.03503447,F,42847.07483,H.Sch/Dip.,4,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.04,-0.027313,-0.021781,-0.048627
1966,2020/7/14,N6M,17051,-65.4408715,F,42847.07483,H.Sch/Dip.,4,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.03,0.004554,0.008532,0.012972
1967,2020/2/12,HYG,10252,27.98970615,F,25580.11645,Sec. or below,1,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.379997,0,0.002609,0.006413
1968,2020/3/18,HYG,10252,17.08562398,F,25580.11645,Sec. or below,1,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,0,-0.044133,-0.05568
1969,2020/4/21,HYG,10252,0,F,25580.11645,Sec. or below,1,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.410004,-0.010427,-0.01828,-0.030447
1970,2020/4/28,HYG,10252,0,F,25580.11645,Sec. or below,1,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,78.879997,0,0.003052,-0.005378
1971,2020/3/11,N6M,12501,208.7716199,M,85572.49828,H.Sch/Dip.,4,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.04,-0.027313,-0.021781,-0.048627
1972,2020/3/24,N6M,12501,173.8551671,M,85572.49828,H.Sch/Dip.,4,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.8,-0.010101,0.041236,0.094503
1973,2020/3/26,N6M,12501,560.0741636,M,85572.49828,H.Sch/Dip.,4,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.98,0.008081,0.045733,0.060209
1974,2020/8/24,N6M,12501,135.8547182,M,85572.49828,H.Sch/Dip.,4,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.35,0.001765,0.004602,0.010268
1975,2019/10/10,HYG,56259,-18.45490138,M,136338.9507,H.Sch/Dip.,3,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.410004,0,0.001275,0.007068
1976,2020/2/21,HYG,56259,-15.76643933,M,136338.9507,H.Sch/Dip.,3,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.330002,0.001771,-0.000905,-0.010281
1977,2020/6/12,HYG,56259,-18.45490138,M,136338.9507,H.Sch/Dip.,3,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.440002,-0.002755,0.009923,0.0125
1978,2020/3/16,N6M,90295,-17.48830701,M,38931.36311,H.Sch/Dip.,5,3,TRUE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.73,0.002804,-0.054966,-0.115743
1979,2020/3/30,N6M,90295,155.0475669,M,38931.36311,H.Sch/Dip.,5,3,TRUE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.09,0.01001,0.008568,0.031938
1980,2019/12/17,HYG,31818,52.12131822,F,464106.589,Deg or abv,3,4,TRUE,1,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.050003,-0.005435,0.003076,0.000094
1981,2020/2/17,HYG,31818,-106.6884129,F,464106.589,Deg or abv,3,4,TRUE,1,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.3100015,0.00266,-0.001018,-0.001194
1982,2020/2/26,N6M,60216,524.6010931,F,652678.2133,Deg or abv,3,2,TRUE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.34,0.000883,0.001037,-0.003852
1983,2020/5/29,HYG,60216,0,F,652678.2133,Deg or abv,3,2,TRUE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.419998,0.003731,0.00402,0.004047
1984,2019/12/16,N6M,23896,-474.1822471,M,225867.9383,Deg or abv,1,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.04,-0.000905,0.00194,0.000752
1985,2020/6/29,N6M,23896,-1636.934095,M,225867.9383,Deg or abv,1,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.97,-0.000911,-0.005655,0.01501
1986,2019/12/16,HYG,39808,114.5329123,F,285470.299,Deg or abv,6,2,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.779999,-0.000905,0.00194,0.000752
1987,2020/3/2,HYG,39808,0,F,285470.299,Deg or abv,6,2,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.309998,-0.006189,0.003138,0.048968
1988,2020/3/31,N6M,39808,0,F,285470.299,Deg or abv,6,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.03,-0.005946,-0.00798,-0.015094
1989,2020/4/13,N6M,39808,471.6458507,F,285470.299,Deg or abv,6,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.54,0.030303,-0.014327,-0.009602
1990,2020/6/15,HYG,39808,33.84238545,F,285470.299,Deg or abv,6,2,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.239998,0.002762,0.009704,0.005011
1991,2020/7/1,N6M,39808,225.3172811,F,285470.299,Deg or abv,6,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.93,0.002752,-0.001103,0.006846
1992,2019/8/26,HYG,92324,6.366284206,F,43750.64716,Sec. or below,4,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.980003,0,0,0
1993,2019/12/6,HYG,92324,36.78936328,F,43750.64716,Sec. or below,4,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.93,0,0.001382,0.008922
1994,2020/3/6,HYG,92324,-7.881619322,F,43750.64716,Sec. or below,4,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,85.050003,0.003527,-0.011276,-0.016658
1995,2020/1/27,IVV,57088,0.825269652,M,46892.55928,Sec. or below,1,5,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,324.869995,0.001789,-0.006728,-0.016231
1996,2020/1/28,IVV,57088,2.358981664,M,46892.55928,Sec. or below,1,5,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,328.329987,0.001786,0.008611,0.01065
1997,2020/3/17,IVV,57088,-4.265217371,M,46892.55928,Sec. or below,1,5,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,255.389999,-0.041938,0.009385,0.063593
1998,2020/4/1,IVV,57088,-7.720637199,M,46892.55928,Sec. or below,1,5,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,246.800003,0.015952,-0.032308,-0.044892
1999,2020/5/7,IVV,57088,-4.362312237,M,46892.55928,Sec. or below,1,5,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,288.630005,0,0.002538,0.011849
2000,2020/5/20,IVV,57088,3.450370389,M,46892.55928,Sec. or below,1,5,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,297.98999,0.002836,0.010599,0.017065
2001,2020/7/7,IVV,57088,-3.052353453,M,46892.55928,Sec. or below,1,5,TRUE,0,0.05,0,H,iShares Core S&P 500 ETF,314.980011,0,-0.006649,-0.010306
2002,2020/2/28,HYG,15950,43.79518315,M,104186.8648,Deg or abv,2,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.040001,-0.003524,0.004084,-0.009374
2003,2019/12/6,HYG,10122,13.1761314,M,40206.16338,Deg or abv,2,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.93,0,0.001382,0.008922
2004,2020/6/22,HYG,10122,0,M,40206.16338,Deg or abv,2,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.82,-0.001826,-0.000724,0.007168
2005,2019/9/11,IVV,35699,0.736280152,M,49390.64531,Deg or abv,3,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,302.119995,-0.004529,-0.000115,0.007234
2006,2019/11/7,IVV,35699,13.9831142,M,49390.64531,Deg or abv,3,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,309.980011,0,-0.000461,0.003561
2007,2019/11/11,IVV,35699,9.703546704,M,49390.64531,Deg or abv,3,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,310.160004,-0.000903,-0.000576,-0.001642
2008,2019/11/26,IVV,35699,2.170537691,M,49390.64531,Deg or abv,3,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,315.730011,-0.019349,0.00115,0.001999
2009,2020/3/9,IVV,35699,-3.046594351,M,49390.64531,Deg or abv,3,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,274.799988,-0.007909,-0.043034,-0.080013
2010,2020/4/29,IVV,35699,-11.54411777,M,49390.64531,Deg or abv,3,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,294.130005,0.0125,0.017622,0.02613
2011,2020/6/16,IVV,35699,-5.429152026,M,49390.64531,Deg or abv,3,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,312.790009,0.001837,0.004085,0.019225
2012,2020/6/30,IVV,35699,-3.655396089,M,49390.64531,Deg or abv,3,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,309.690002,-0.006381,0.009149,0.013185
2013,2019/10/17,HYG,63906,50.35317845,M,170744.8215,H.Sch/Dip.,7,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.07,0.002717,0.00138,0.002799
2014,2020/1/31,HYG,63906,-26.17612053,M,170744.8215,H.Sch/Dip.,7,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.529999,0.001786,-0.004096,-0.017776
2015,2020/3/11,HYG,63906,66.92851387,M,170744.8215,H.Sch/Dip.,7,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.839996,-0.027313,-0.021781,-0.048627
2016,2020/4/7,HYG,63906,-91.42812597,M,170744.8215,H.Sch/Dip.,7,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,75.339996,0.011976,0,0.000414
2017,2020/4/13,HYG,63906,-100.8024185,M,170744.8215,H.Sch/Dip.,7,4,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.18,0.030303,-0.014327,-0.009602
2018,2020/1/17,HYG,97452,16.14990812,M,70722.80585,Deg or abv,3,4,TRUE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.360001,0.000896,-0.000792,0.003309
2019,2020/2/7,HYG,97452,-23.47362001,M,70722.80585,Deg or abv,3,4,TRUE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.970001,0.001779,-0.001476,-0.005424
2020,2020/3/11,HYG,97452,95.07104101,M,70722.80585,Deg or abv,3,4,TRUE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.839996,-0.027313,-0.021781,-0.048627
2021,2020/3/18,HYG,97452,-11.25945495,M,70722.80585,Deg or abv,3,4,TRUE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,72.989998,0,-0.044133,-0.05568
2022,2019/9/23,IVV,77473,0,M,45638.1852,Deg or abv,2,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,301.380005,0.000909,-0.000457,0.000531
2023,2020/1/7,IVV,77473,0,M,45638.1852,Deg or abv,2,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,324.200012,0,-0.000908,-0.002738
2024,2020/3/3,IVV,77473,2.495609305,M,45638.1852,Deg or abv,2,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,301.5,0.00089,-0.004287,-0.028673
2025,2020/3/13,IVV,77473,-2.495609305,M,45638.1852,Deg or abv,2,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,271.549988,-0.016544,0.031439,0.090737
2026,2020/3/19,IVV,77473,1.448958478,M,45638.1852,Deg or abv,2,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,242.059998,-0.043774,-0.022469,0.00369
2027,2020/4/28,IVV,77473,-1.448958478,M,45638.1852,Deg or abv,2,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,286.640015,0,0.003052,-0.005378
2028,2020/4/29,IVV,77473,0,M,45638.1852,Deg or abv,2,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,294.130005,0.0125,0.017622,0.02613
2029,2020/6/15,IVV,77473,0,M,45638.1852,Deg or abv,2,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,306.890015,0.002762,0.009704,0.005011
2030,2019/12/27,IVV,28156,3.065518615,F,39527.03547,H.Sch/Dip.,4,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,324.26001,0,-0.000455,-0.000185
2031,2020/1/2,IVV,28156,-0.938153437,F,39527.03547,H.Sch/Dip.,4,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,326.320007,0.003633,0.004207,0.009529
2032,2020/5/5,IVV,28156,-5.596057696,F,39527.03547,H.Sch/Dip.,4,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,287.140015,-0.002857,0.008655,0.008819
2033,2020/5/26,IVV,28156,0.911863678,F,39527.03547,H.Sch/Dip.,4,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,300.170013,0.00093,0.007509,0.012685
2034,2020/7/15,IVV,28156,-9.524854708,F,39527.03547,H.Sch/Dip.,4,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,323.160004,-0.007253,0.00568,0.009339
2035,2020/3/12,IVV,65386,-2.176411094,F,33402.80965,Sec. or below,5,5,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,248.960007,-0.014493,-0.039955,-0.096236
2036,2020/3/18,IVV,65386,12.5085015,F,33402.80965,Sec. or below,5,5,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,241.169998,0,-0.044133,-0.05568
2037,2020/3/23,IVV,65386,-2.273578089,F,33402.80965,Sec. or below,5,5,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,224.649994,0,-0.016057,-0.028162
2038,2020/3/27,IVV,65386,-1.75649404,F,33402.80965,Sec. or below,5,5,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,254.240005,0.001002,0.002603,-0.030987
2039,2020/4/27,IVV,65386,-14.57896952,F,33402.80965,Sec. or below,5,5,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,288.190002,0,0.004086,0.015111
2040,2020/8/19,IVV,65386,1.566291187,F,33402.80965,Sec. or below,5,5,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,338.619995,-0.001768,-0.002833,-0.004059
2041,2019/9/3,IVV,43762,0,F,69284.64646,Sec. or below,3,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,292.410004,0,-0.003569,-0.00317
2042,2020/3/23,IVV,43762,0,F,69284.64646,Sec. or below,3,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,224.649994,0,-0.016057,-0.028162
2043,2019/9/10,HYG,66634,23.55540761,M,382602.4734,Deg or abv,2,2,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.279999,-0.001808,0.000573,-0.000067
2044,2019/12/6,HYG,66634,0,M,382602.4734,Deg or abv,2,2,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.93,0,0.001382,0.008922
2045,2019/12/31,N6M,66634,228.1028411,M,382602.4734,Deg or abv,2,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.01,-0.00362,0.000911,0.002263
2046,2020/2/26,HYG,66634,0,M,382602.4734,Deg or abv,2,2,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.860001,0.000883,0.001037,-0.003852
2047,2020/3/25,N6M,66634,-764.138732,M,382602.4734,Deg or abv,2,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,9.9,0.010204,0.028128,0.006467
2048,2020/8/19,N6M,66634,1476.57622,M,382602.4734,Deg or abv,2,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.29,-0.001768,-0.002833,-0.004059
2049,2020/6/1,HYG,50126,0,F,62809.44096,H.Sch/Dip.,1,2,TRUE,1,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.720001,0.000929,0.00364,0.004915
2050,2020/4/13,IVV,65844,3.500334253,M,55920.86767,Sec. or below,6,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,276.440002,0.030303,-0.014327,-0.009602
2051,2020/5/15,IVV,65844,-6.607341366,M,55920.86767,Sec. or below,6,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,287.160004,0.009551,0.0014,0.004337
2052,2020/5/26,IVV,65844,14.75779004,M,55920.86767,Sec. or below,6,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,300.170013,0.00093,0.007509,0.012685
2053,2020/6/15,IVV,65844,-3.568203854,M,55920.86767,Sec. or below,6,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,306.890015,0.002762,0.009704,0.005011
2054,2019/9/11,IVV,20694,-1.811527653,M,62148.48841,H.Sch/Dip.,9,5,TRUE,1,0,0.005,H,iShares Core S&P 500 ETF,302.119995,-0.004529,-0.000115,0.007234
2055,2019/11/12,IVV,20694,-1.905512509,M,62148.48841,H.Sch/Dip.,9,5,TRUE,1,0,0.005,H,iShares Core S&P 500 ETF,310.690002,0.000904,0.00023,0.001709
2056,2019/12/9,IVV,20694,-1.634846676,M,62148.48841,H.Sch/Dip.,9,5,TRUE,1,0,0.005,H,iShares Core S&P 500 ETF,315.700012,0,0,-0.002969
2057,2020/1/14,IVV,20694,-15.59353303,M,62148.48841,H.Sch/Dip.,9,5,TRUE,1,0,0.005,H,iShares Core S&P 500 ETF,328.920013,0.000898,-0.000113,-0.001548
2058,2020/1/21,IVV,20694,4.994482484,M,62148.48841,H.Sch/Dip.,9,5,TRUE,1,0,0.005,H,iShares Core S&P 500 ETF,332.779999,0.001791,-0.001076,-0.001081
2059,2020/3/11,IVV,20694,-6.802420531,M,62148.48841,H.Sch/Dip.,9,5,TRUE,1,0,0.005,H,iShares Core S&P 500 ETF,275.470001,-0.027313,-0.021781,-0.048627
2060,2020/4/17,IVV,20694,-3.071611531,M,62148.48841,H.Sch/Dip.,9,5,TRUE,1,0,0.005,H,iShares Core S&P 500 ETF,287.579987,-0.001908,0.005082,0.026888
2061,2019/10/21,N6M,67456,103.2918942,F,46201.83761,Sec. or below,2,3,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.03,-0.004513,0.000345,0.007176
2062,2019/12/18,HYG,67456,6.258034737,F,46201.83761,Sec. or below,2,3,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.209999,0.006375,0.001817,0.000063
2063,2019/12/19,HYG,67456,-4.770842134,F,46201.83761,Sec. or below,2,3,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.849998,-0.00362,-0.004081,0.00429
2064,2020/1/8,HYG,67456,3.362386312,F,46201.83761,Sec. or below,2,3,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,88.129997,0,0.000909,0.005089
2065,2020/3/12,HYG,67456,-7.112475134,F,46201.83761,Sec. or below,2,3,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,77.610001,-0.014493,-0.039955,-0.096236
2066,2020/7/15,HYG,67456,-4.458997334,F,46201.83761,Sec. or below,2,3,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,83.209999,-0.007253,0.00568,0.009339
2067,2020/3/23,IVV,67885,3.207023485,M,66948.55393,Deg or abv,10,5,FALSE,0,0,0.005,H,iShares Core S&P 500 ETF,224.649994,0,-0.016057,-0.028162
2068,2020/3/9,IVV,57202,-17.78772058,M,238782.1431,Deg or abv,7,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,274.799988,-0.007909,-0.043034,-0.080013
2069,2020/3/31,IVV,57202,-89.48832258,M,238782.1431,Deg or abv,7,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,258.399994,-0.005946,-0.00798,-0.015094
2070,2020/4/29,IVV,57202,-26.12119765,M,238782.1431,Deg or abv,7,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,294.130005,0.0125,0.017622,0.02613
2071,2020/7/15,IVV,57202,-41.27518398,M,238782.1431,Deg or abv,7,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,323.160004,-0.007253,0.00568,0.009339
2072,2020/4/13,HYG,52874,21.76298577,M,56366.19295,H.Sch/Dip.,3,3,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,81.18,0.030303,-0.014327,-0.009602
2073,2020/4/29,N6M,52874,47.02274552,M,56366.19295,H.Sch/Dip.,3,3,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.53,0.0125,0.017622,0.02613
2074,2020/5/7,HYG,52874,-0.719850335,M,56366.19295,H.Sch/Dip.,3,3,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,79,0,0.002538,0.011849
2075,2019/9/3,HYG,43323,-5.137709685,M,181854.8151,Deg or abv,3,3,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,86.540001,0,-0.003569,-0.00317
2076,2020/3/13,HYG,43323,292.4358325,M,181854.8151,Deg or abv,3,3,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,80.050003,-0.016544,0.031439,0.090737
2077,2020/4/21,N6M,43323,566.4885884,M,181854.8151,Deg or abv,3,3,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.44,-0.010427,-0.01828,-0.030447
2078,2020/6/12,N6M,43323,-449.8604399,M,181854.8151,Deg or abv,3,3,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.86,-0.002755,0.009923,0.0125
2079,2020/1/13,N6M,51541,1005.055359,M,214041.4679,H.Sch/Dip.,6,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.13,0.000899,0,0.007
2080,2020/1/17,N6M,51541,1023.487884,M,214041.4679,H.Sch/Dip.,6,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.17,0.000896,-0.000792,0.003309
2081,2020/4/29,N6M,23836,33.2194295,F,25004.46692,Sec. or below,4,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.53,0.0125,0.017622,0.02613
2082,2020/6/30,N6M,23836,18.69522258,F,25004.46692,Sec. or below,4,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.9,-0.006381,0.009149,0.013185
2083,2020/8/14,N6M,23836,8.682929728,F,25004.46692,Sec. or below,4,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.35,0,-0.001781,-0.000089
2084,2020/1/23,IVV,64209,0,M,129457.0451,H.Sch/Dip.,1,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,333.26001,0.004492,-0.003057,0.001232
2085,2020/1/27,IVV,64209,19.54724504,M,129457.0451,H.Sch/Dip.,1,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,324.869995,0.001789,-0.006728,-0.016231
2086,2020/1/29,HYG,41675,0,F,212110.4949,H.Sch/Dip.,1,2,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,87.800003,-0.006239,-0.000569,-0.0007
2087,2020/2/12,N6M,41675,3310.960635,F,212110.4949,H.Sch/Dip.,1,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.28,0,0.002609,0.006413
2088,2020/3/31,N6M,41675,237.2736189,F,212110.4949,H.Sch/Dip.,1,2,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,10.03,-0.005946,-0.00798,-0.015094
2089,2020/7/9,HYG,41675,0,F,212110.4949,H.Sch/Dip.,1,2,FALSE,0,0.03,0,M,iShares iBoxx $ High Yield Corporate Bond ETF,82.209999,0.000911,-0.002185,-0.005074
2090,2019/8/26,IVV,26584,-11.82641704,M,43338.40348,Sec. or below,5,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,289.660004,0,0,0
2091,2019/9/25,IVV,26584,0,M,43338.40348,Sec. or below,5,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,299.190002,0,-0.001031,0.005647
2092,2019/12/19,IVV,26584,3.740795772,M,43338.40348,Sec. or below,5,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,320.73999,-0.00362,-0.004081,0.00429
2093,2020/7/3,IVV,26584,-1.39644552,M,43338.40348,Sec. or below,5,5,FALSE,0,0.05,0,H,iShares Core S&P 500 ETF,315.855011,0,0.003592,0.007673
2094,2019/9/24,IVV,19826,0,M,15304.51704,Sec. or below,6,5,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,297.51001,0.002725,-0.001372,-0.012841
2095,2019/11/14,IVV,19826,0,M,15304.51704,Sec. or below,6,5,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,311.299988,-0.00271,-0.000577,0.001415
2096,2020/2/14,IVV,19826,6.268381497,M,15304.51704,Sec. or below,6,5,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,339.070007,-0.00177,-0.000113,0.001447
2097,2020/4/30,IVV,19826,1.713792833,M,15304.51704,Sec. or below,6,5,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,291.160004,-0.002849,0.001993,-0.010098
2098,2020/5/19,IVV,19826,4.933846799,M,15304.51704,Sec. or below,6,5,TRUE,1,0.05,0,H,iShares Core S&P 500 ETF,292.98999,0,0.001248,-0.010303
2099,2019/8/26,N6M,68916,70.42845102,M,106094.7634,Deg or abv,5,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.14,0,0,0
2100,2019/10/16,N6M,68916,23.59212362,M,106094.7634,Deg or abv,5,1,FALSE,0,0.03,0,L,iShares J.P. Morgan USD Asia Credit Bond Index ETF,11.04,-0.00271,-0.000804,-0.00183
