,riskscore,SCRate,TrailerRate,Price,Vol,return-N6M,return-HYG,return-IVV,AUM,Open,Gender,age,income,counts,sub,ed_Deg or abv,ed_H.Sch/Dip.,FRC
175,3,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3366.5290107770397,1,1,33,97110.6135340286,44.087597782732345,1,0,1,2
176,4,0.0,0.003,10.7,33900,-0.016544,0.031439,0.090737,887.1507403997307,1,0,40,58121.797158618,82.91128414950755,1,0,0,1
177,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-442.971268565118,0,1,21,102558.79171327599,-5.5336820982394945,0,1,0,2
178,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2530.736565226029,0,0,47,82471.8308901963,33.14217564279536,0,0,1,2
179,1,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,3219.08135710284,1,0,49,95255.9471323159,300.8487249628822,1,0,1,1
180,1,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1456.5831068392606,0,1,35,83800.5446601702,135.7486586057093,1,0,1,1
181,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2348.0356819125604,0,1,38,84476.8443333668,30.254292638297485,0,0,1,2
182,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-610.050862988138,0,0,41,49190.116871456,-7.6208724562838315,0,1,0,2
183,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,4277.99423021922,1,0,27,118354.262852626,56.54982309477296,1,1,0,2
184,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,6465.032884615841,1,1,55,120857.454336811,84.66517548390081,1,0,1,2
185,5,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2035.24353078774,0,0,46,95678.97014874339,26.223985369974926,1,0,0,2
186,5,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1857.2641908328799,1,1,37,94935.7172793723,25.445461593695068,1,0,0,2
187,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2729.96831468681,0,0,45,83486.1915013642,35.17547068047081,0,1,0,2
188,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,3267.73948007154,1,1,52,74003.53029113481,46.8493115422443,1,0,1,2
189,1,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,4125.524385044961,0,0,59,82522.8118645569,419.6871195366186,1,0,1,1
190,5,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4414.7105455766905,1,1,57,78115.3358255888,60.483774031295226,1,0,0,2
191,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1163.9638676141105,1,0,33,85411.2607831937,14.54046001240138,1,0,1,2
192,3,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,3115.1545912695287,1,1,44,102927.89886777801,42.67919820013598,1,0,1,2
193,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,2813.4438008071297,0,0,30,128386.55215349,40.33611183952874,0,0,1,2
194,5,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,-1288.0766726651289,0,1,28,58100.4968732525,-17.647303849290818,1,1,0,2
195,4,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2662.237790697371,1,1,29,103203.940929973,34.30276712272393,1,0,1,2
196,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,57.10284088632012,0,0,37,74877.7080399452,0.7548293374310832,1,1,0,2
197,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3882.26411027019,1,1,48,80195.8208401604,50.84159323505235,1,1,0,2
198,2,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,603.16083505444,1,0,36,44227.4892888155,61.35918973086877,1,0,1,1
199,5,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1757.6858696222198,1,0,43,76645.24724721469,23.01841077270573,1,0,0,2
200,5,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,1969.85293469922,0,1,64,58645.6082184571,28.241619135472693,0,0,0,2
201,2,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,1307.1719896939805,0,1,43,79873.0702829288,120.14448434687321,0,1,0,1
202,2,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,1857.9737730014097,1,0,41,71674.2119698545,173.15692199453957,1,1,0,1
203,4,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1943.30941199297,1,1,42,82117.44521009849,25.039420009709445,1,0,1,2
204,4,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,-918.6501040085477,1,0,29,63379.9369645076,-12.143424715422315,1,0,1,2
205,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-1028.3360584381385,0,0,31,68988.9148601752,-94.51618184174066,1,1,0,1
206,1,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,-9.444290543804984,0,0,43,51693.6498264591,-0.8801761923397002,1,1,0,1
207,3,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,2165.74676199838,0,0,47,85346.84289892309,220.32011820939775,1,1,0,1
208,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-1226.6020560296326,0,0,42,47633.2039197111,-17.585692559564627,0,1,0,2
209,2,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-2882.2332944871105,0,0,37,23369.7889513795,-264.9111483903594,0,0,1,1
210,2,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1821.4046619610401,1,1,24,88411.1929876614,23.852863254428712,1,0,1,2
211,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2318.46835213414,1,0,36,71272.0297466787,28.962751595826173,1,1,0,2
212,4,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,3988.556574772721,1,0,49,94507.05083359561,387.99188470551763,1,1,0,1
213,3,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,-668.828925979818,0,1,30,58502.21141680559,-8.355139299367895,0,1,0,2
214,3,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-1268.726101329401,0,1,46,41021.8341267655,-16.615061350371132,0,0,1,2
215,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,3297.496138816229,0,1,51,97535.2936610931,303.0786892294328,1,1,0,1
216,3,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-778.4033349082663,0,0,29,94756.0581289073,-10.909647606553069,0,1,0,2
217,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,4220.18790269234,1,0,31,82852.81715507769,59.147694758062066,1,1,0,2
218,4,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1653.2306194005405,0,1,55,66606.75777833769,21.853675818812803,1,1,0,2
219,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-164.86131113542012,1,0,32,79812.1237301502,-2.1590009033056474,1,1,0,2
220,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-357.72341419241616,0,0,39,49913.086521578494,-5.128651099532847,1,0,1,2
221,2,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,1421.37930690636,1,1,47,57278.83518872121,132.8391875613421,1,0,0,1
222,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4158.40761456382,1,0,57,73493.5077834603,51.947625967781896,1,0,1,2
223,5,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,3958.4117679839,0,0,44,111656.139990235,51.003887604432585,0,1,0,2
224,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,-457.70570554589796,0,1,35,73310.9097916793,-6.414936487396929,1,1,0,2
225,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,908.1162784294896,0,0,21,87288.79218002,13.019588221211322,1,1,0,2
226,1,0.03,0.0,10.73,11200,0.002804,-0.054965999999999994,-0.11574300000000001,801.0829707444104,1,0,53,45255.6638358468,74.65824517655271,1,1,0,1
227,1,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,835.7206516471997,0,1,44,59778.4718205132,81.29578323416341,1,1,0,1
228,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,-678.682770162975,1,1,42,36510.9000907606,-9.298298243041122,1,1,0,2
229,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2858.45032663508,1,1,49,74827.8539922314,35.70831005009556,1,1,0,2
230,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,920.18785343987,0,0,45,86763.3997823215,13.192657396987386,1,1,0,2
231,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2046.14976893276,0,1,38,93239.81948510537,26.36451156511079,1,0,1,2
232,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-198.5038619075798,1,1,32,70325.1906052134,-2.479748338142845,1,0,1,2
233,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3227.4176871189793,0,0,48,91728.0662019273,40.31752112637621,0,0,1,2
234,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,4505.27793968311,0,0,61,96298.8407065898,56.28079663761049,0,1,0,2
235,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,5300.623016235921,1,1,54,80766.12508848839,74.29044379561049,1,1,0,2
236,3,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,856.7725338114003,1,1,30,76385.8681776396,83.34363169371598,1,0,0,1
237,3,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,1307.6973396781,1,0,29,85563.3414154314,133.03126548098678,1,0,0,1
238,3,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,2931.06374194782,0,1,39,109383.75212093901,42.02241923939528,1,0,1,2
239,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,5001.23681343359,1,1,50,110471.15710575199,66.11020067697541,1,0,0,2
240,5,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2404.447427652429,0,0,34,109683.31059326699,32.94214952098545,0,0,1,2
241,4,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,5590.77638017281,1,1,56,100454.90129295901,69.84105147594822,1,1,0,2
242,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2121.0353699161,1,0,45,61429.8691204369,27.329407841601487,1,0,0,2
243,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-1411.7417080028501,0,1,29,79088.3235853303,-17.635748345978826,0,0,0,2
244,2,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4031.459558332121,1,0,44,114157.326560588,52.79543616470253,1,1,0,2
245,2,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1335.31567281126,0,0,40,73594.255930204,18.294502115361887,1,1,0,2
246,2,0.03,0.0,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,3976.3204065644295,1,1,29,107203.275009676,404.5086883585381,1,1,0,1
247,2,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,3417.0618769078997,0,1,40,94037.37380161961,319.35157728111216,0,1,0,1
248,2,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2479.63126052385,1,0,29,67854.5486357226,34.753066994113304,1,0,1,2
249,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1275.1449054877698,0,0,36,78431.8451102349,16.430162209220562,0,0,1,2
250,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,4657.655142393921,1,1,35,103380.41812742599,65.27898070009645,1,0,0,2
251,4,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,3849.059771345321,1,0,34,107734.853451972,50.8798370070806,1,1,0,2
252,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,3481.51783815264,0,0,64,84717.70093004599,319.99244835961764,1,0,1,1
253,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,86.71540245407006,1,1,28,93418.4696523159,1.083265449147704,1,0,0,2
254,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3575.940031830829,1,1,44,92148.34366176608,50.1182919701109,1,0,0,2
255,5,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1123.94000170469,0,0,42,66309.9067484118,15.398548191557564,1,1,0,2
256,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-779.769332781934,0,0,30,68172.2618108637,-10.211751212286313,0,0,1,2
257,1,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,2468.1501174030896,0,0,38,88701.75754974599,249.30809266697872,0,1,0,1
258,3,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,-1407.371001933196,0,0,35,44211.567262908,-18.13388717690129,0,0,1,2
259,3,0.03,0.0,10.7,33900,-0.016544,0.031439,0.090737,2528.3813626148603,0,1,46,87074.4822828615,236.29732360886547,0,0,1,1
260,3,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1669.008011663361,0,1,42,96496.2346107332,21.85709782354981,0,0,1,2
261,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,6219.359515788779,1,1,55,100141.945173165,82.21228488254077,1,0,1,2
262,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2955.8527793026697,1,1,39,78716.300490621,36.92508018147944,1,0,1,2
263,1,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,1491.5745643084201,1,1,39,46600.8728878515,145.09480197552725,1,1,0,1
264,1,0.0,0.003,10.7,33900,-0.016544,0.031439,0.090737,2692.312975104579,0,1,44,88553.2885870879,251.61803505650272,1,0,0,1
265,1,0.0,0.003,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,2538.7689733409397,1,1,38,90008.2384352739,258.2674438800549,1,0,0,1
266,3,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,500.49846878209024,1,0,37,77429.5818123689,48.68662147685704,1,0,1,1
267,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3983.421969835511,1,0,48,97066.0435331348,49.76167171206115,1,0,1,2
268,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-223.0075325341741,1,1,20,71501.0106848878,-3.1972406098089485,1,0,0,2
269,5,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,637.4321855931597,0,1,34,78584.7971898899,7.962925193059143,1,0,1,2
270,5,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,4795.158361840079,1,0,43,118817.50035735901,65.69610211306046,1,0,1,2
271,4,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,4182.83732614713,1,0,49,85007.8306184549,55.291965836922635,1,0,1,2
272,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3101.4960031205387,1,0,45,110380.30529098699,43.46876089780043,1,0,1,2
273,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,162.5093206937299,0,1,42,67796.3208412934,14.936518446114881,1,0,1,1
274,1,0.03,0.0,10.28,10200,-0.041937999999999996,0.009385,0.063593,-1002.9012929797027,0,0,38,65208.8539767765,-97.55849153499054,1,0,1,1
275,3,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2049.5463558216493,1,0,34,82149.6956881111,28.72524755812396,1,1,0,2
276,5,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3816.140644852191,0,0,49,102450.635120473,53.484803809695855,0,0,1,2
277,2,0.0,0.003,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,3192.8512978400013,1,1,43,101590.504594785,293.46059722794115,1,0,1,1
278,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,4401.34807304709,1,0,48,88218.2343090057,57.63944493723999,1,0,1,2
279,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-925.5060234943268,0,0,23,84306.8829192905,-85.06489186528736,0,1,0,1
280,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-1003.1753098493676,0,1,21,88073.67094766,-14.382441718270506,0,0,0,2
281,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,-84.61535620803102,0,0,28,80440.929573785,-1.0570312684189531,1,0,1,2
282,3,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2615.5855098333195,1,0,48,71349.5219239602,34.25334567286503,1,0,1,2
283,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2245.82645218133,1,1,39,74746.36575148349,28.05529504079256,1,1,0,2
284,4,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-918.2197141650863,0,0,46,43369.9532380111,-13.164440346452851,1,1,0,2
285,2,0.0,0.003,9.83,7000,-0.043774,-0.022469,0.0036899999999999997,1926.1920726836304,0,0,46,69739.5196210896,195.95036344696138,0,0,1,1
286,4,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,1993.5427765506286,1,1,46,91903.81452913133,25.6866737645143,1,0,0,2
287,4,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,3469.0468919864597,1,1,50,76543.3122765647,45.85653404194835,1,0,0,2
288,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,5369.9396865626395,1,1,32,92422.36677479,75.26194585965706,1,1,0,2
289,4,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2104.409356970629,1,1,33,73564.4533689278,29.49417541638373,1,0,1,2
290,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1647.9327375963105,0,0,49,61408.1786800477,20.58629201545827,1,0,0,2
291,5,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,-146.40237186713182,1,1,42,21516.2790667708,-1.8863853882327848,1,0,0,2
292,5,0.0,0.003,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2612.310864343061,0,1,29,96991.2782035911,36.612627015673645,1,0,0,2
293,4,0.0,0.003,69.75,55796500,0.007121,-0.022425,-0.04503,2226.2161293455297,1,0,38,85508.45523982981,31.917077123233398,1,1,0,2
294,2,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,849.4026012325305,1,0,53,44693.163897995306,10.944499295039703,1,1,0,2
295,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,-1251.159287257518,0,1,40,61475.271589349,-16.385008785653607,1,1,0,2
296,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1123.98653303512,0,1,40,84202.9704643637,15.75314035797338,0,1,0,2
297,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-1458.772001579061,0,1,27,74479.5442024699,-20.914293929448906,0,0,0,2
298,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,878.7895841002896,1,0,34,68101.72507761151,11.323148727962133,1,1,0,2
299,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,582.0636120982401,0,1,29,111617.691677011,7.694165191142231,1,1,0,2
300,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,3541.172598210221,1,1,39,63917.6407737192,50.76949961591715,1,1,0,2
301,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2607.3415711452703,0,1,58,57819.7787465778,34.46584933527524,1,1,0,2
302,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,1580.4270285654404,1,0,38,104278.32935159901,22.65845202244359,1,1,0,2
303,3,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,4783.003682694312,0,1,52,91905.8329732105,61.628702758222005,0,0,1,2
304,5,0.0,0.003,80.050003,69164600,-0.016544,0.031439,0.090737,1897.3907335586605,0,0,53,65367.4990960988,23.7025691749026,1,1,0,2
305,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3130.9536271525103,1,0,25,106723.162836434,41.0025351774486,1,0,0,2
306,1,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-1336.47873893569,1,0,27,78170.5795176263,-122.83811938747152,1,0,1,1
307,4,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,-144.77323948835502,0,0,45,52594.32888307161,-1.8653941196103712,1,0,0,2
308,4,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3730.8159105452887,1,1,57,58894.7460138195,48.85824858154847,1,1,0,2
309,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,1805.3805260024692,1,1,49,62957.228406042595,24.73462906523809,1,1,0,2
310,3,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,5564.25495685096,1,1,55,102298.169611114,76.23311562292358,1,1,0,2
311,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3923.0101698898297,1,0,32,106127.720949482,49.00699591341464,1,0,0,2
312,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1845.44780391658,0,1,44,76161.7256591881,23.05368812936309,0,1,0,2
313,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2263.1256260329,1,1,34,89636.9655208449,29.91573782156543,1,1,0,2
314,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2219.94401513497,1,0,42,67635.7384853082,27.73196667006958,1,0,1,2
315,4,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,1897.6437483463199,1,0,34,97679.9223811917,26.596269117573343,1,0,1,2
316,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2737.732869488429,0,0,48,72873.0491721455,34.200284408339485,0,0,1,2
317,3,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,254.5891823090401,1,0,33,48477.1469733258,24.765484660412454,1,0,1,1
318,5,0.0,0.003,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,-221.54150452112992,1,0,29,67794.3949409101,-2.8545484044141416,1,0,1,2
319,4,0.0,0.003,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,2199.2357239730604,0,1,57,56093.90017183231,28.80088652661307,0,1,0,2
320,5,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,1785.5514739843604,0,1,49,74670.5781457598,22.305451681049405,0,0,1,2
321,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3293.8583256310803,1,0,40,118154.99324527699,46.16479913049304,1,0,1,2
322,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3549.4195017842103,1,1,41,99183.1781305983,44.3400295910571,1,1,0,2
323,4,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,-2393.9769407057997,0,1,31,43918.7408867664,-32.79869853819971,1,1,0,2
324,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2905.52526604385,1,0,45,80721.566063536,36.29637922741677,1,1,0,2
325,3,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2911.36476623206,1,1,43,83438.4557828842,40.803992261248005,1,0,0,2
326,2,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2635.06961853901,1,1,35,72383.1852174462,32.917795375210794,1,1,0,2
327,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,-1089.881479201914,0,1,43,48365.7930493492,-15.625540920457555,1,0,0,2
328,2,0.0,0.003,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2773.89376453801,1,0,56,61571.839416433395,38.00375175428845,1,1,0,2
329,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,2789.1667165219897,0,1,52,74913.9755905014,39.09133559501977,0,0,1,2
330,4,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2373.5860626921003,0,0,41,96640.96055753539,30.58350769370691,0,1,0,2
331,4,0.03,0.0,9.9,21700,0.007121,-0.022425,-0.04503,4448.75928271002,1,0,55,81243.6449501792,449.3696245161637,1,1,0,1
332,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,674.0738844887301,0,1,35,75937.1213950914,8.910427847559475,0,1,0,2
333,5,0.03,0.0,72.989998,54289800,0.0,-0.044133,-0.05567999999999999,2915.4232787903297,0,1,47,96736.92357185,39.942777896641815,1,0,1,2
334,1,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,-2140.55068734928,0,1,24,80249.5483468501,-208.22477503397667,0,1,0,1
335,3,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,36.85594760631989,0,0,31,91055.5634436835,0.460411570581951,1,1,0,2
336,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,2446.69359625198,1,0,48,52497.9210730964,30.564565953257734,1,0,1,2
337,4,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2825.9941744185303,0,0,48,92165.40935539461,37.35616787450356,0,0,1,2
338,5,0.0,0.003,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,1911.95332545582,0,1,45,80416.4106820701,25.273671842808675,0,1,0,2
339,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2134.2722466865807,0,0,39,85895.7319613809,27.49996416939333,1,1,0,2
340,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,1188.62061835005,1,1,38,61052.0746350713,15.566011036983225,1,1,0,2
341,2,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,6058.505245184691,1,1,51,90604.6817167252,589.3487592592113,1,1,0,1
342,5,0.03,0.0,76.360001,68569400,-0.041937999999999996,0.009385,0.063593,3454.67246422484,0,1,52,87817.8251973632,45.24191224440713,1,1,0,2
343,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,3703.75979520218,1,1,53,71168.8753039906,51.90973929953271,1,1,0,2
344,5,0.03,0.0,69.75,55796500,0.007121,-0.022425,-0.04503,3013.88617072742,1,1,41,89934.9820963908,43.20983757315298,1,1,0,2
345,3,0.03,0.0,10.88,25900,-0.014493,-0.039955000000000004,-0.096236,-1061.7286394120856,0,1,43,46395.4450923378,-97.58535288714022,0,0,0,1
346,4,0.03,0.0,80.050003,69164600,-0.016544,0.031439,0.090737,3581.691090426191,1,1,49,72613.9236972785,44.74317246966488,1,1,0,2
347,5,0.03,0.0,77.610001,82926400,-0.014493,-0.039955000000000004,-0.096236,2729.940961684129,0,0,55,66807.5628557634,35.17511823874515,1,0,1,2
348,5,0.03,0.0,75.650002,43080100,0.002804,-0.054965999999999994,-0.11574300000000001,2433.684342959811,1,1,33,86881.700283094,32.17031432411345,1,0,1,2
349,5,0.03,0.0,71.349998,45706300,-0.043774,-0.022469,0.0036899999999999997,270.8968033721901,0,1,38,76733.7321950021,3.7967317584534497,0,0,1,2
